,home_FT,home_ORB,away_FT%,away_AST/TOV,home_FG,away_TRB%,away_DRB,away_FG,home_AST%,away_FTr,away_ORB,home_AST,home_STL%,home_DRB,away_FTAr,away_+/-,home_2P,away_3PAr,away_BLK,away_TRB,away_FTA,home_TOV%,home_STL/TOV,home_2PA,home_BLK%,home_eFG%,home_STL,home_2PAr,home_FT/FGA,away_AST%,away_2P,away_eFG%,home_FIC,away_TOV,home_ORtg,away_PF,home_3P,home_PF,home_DRtg,home_TOV,away_AST,away_FIC,away_3P,away_STL,home_HOB,home_FTAr,away_name,away_FGA,date,away_TOV%,home_TRB,home_DRB%,home_+/-,home_3PAr,away_DRBr,home_PTS,home_name,home_DRBr,home_TRB%,away_STL/TOV,away_PTS,away_FG%,home_2P%,away_USG%,away_DRB%,away_HOB,away_FT,home_FT%,home_TS%,away_3PA,away_2PAr,away_2PA,home_ORBr,home_3P%,away_ORBr,away_ORtg,home_FG%,away_TSA,away_BLK%,home_BLK,index,away_2P%,away_FT/FGA,home_FTr,away_DRtg,away_STL%,away_TS%,home_AST/TOV,home_FGA,away_ORB%,home_FTA,home_3PA,home_TSA,away_3P%,home_ORB%,home_USG%
0,15.0,18.0,0.6,2.1666666666666665,36.0,41.9,21.0,32.0,61.1,0.222,18.0,22.0,8.0,36.0,0.2222222222222222,-10.0,29.0,0.35555555555555557,10.0,39.0,20.0,18.4,0.35,59.0,8.6,0.5,7.0,0.7468354430379747,0.189873417721519,81.3,24.0,0.4,75.0,12.0,106.9,19.0,7.0,21.0,95.5,20.0,26.0,68.25,8.0,11.0,1.6111111111111112,0.27848101265822783,Washington Wizards,90.0,201210300,10.8,54.0,66.7,10.0,0.25316455696202533,0.5384615384615384,94.0,Cleveland Cavaliers,0.6666666666666666,58.1,0.9166666666666666,84.0,0.35555555555555557,0.4915254237288136,100.0,53.8,1.8125,12.0,0.6818181818181818,0.5299954894000902,32.0,0.6444444444444445,58.0,0.3333333333333333,0.35,0.46153846153846156,95.5,0.45569620253164556,98.8,16.9,5.0,Cleveland Cavaliers1,0.41379310344827586,0.13333333333333333,0.278,106.9,12.5,0.4251012145748988,1.1,79.0,33.3,22.0,20.0,88.68,0.25,46.2,100.0
1,15.0,18.0,0.6,2.1666666666666665,36.0,41.9,21.0,32.0,61.1,0.222,18.0,22.0,8.0,36.0,0.2222222222222222,-10.0,29.0,0.35555555555555557,10.0,39.0,20.0,18.4,0.35,59.0,8.6,0.5,7.0,0.7468354430379747,0.189873417721519,81.3,24.0,0.4,75.0,12.0,106.9,19.0,7.0,21.0,95.5,20.0,26.0,68.25,8.0,11.0,1.6111111111111112,0.27848101265822783,Washington Wizards,90.0,201210300,10.8,54.0,66.7,10.0,0.25316455696202533,0.5384615384615384,94.0,Cleveland Cavaliers,0.6666666666666666,58.1,0.9166666666666666,84.0,0.35555555555555557,0.4915254237288136,100.0,53.8,1.8125,12.0,0.6818181818181818,0.5299954894000902,32.0,0.6444444444444445,58.0,0.3333333333333333,0.35,0.46153846153846156,95.5,0.45569620253164556,98.8,16.9,5.0,Washington Wizards1,0.41379310344827586,0.13333333333333333,0.278,106.9,12.5,0.4251012145748988,1.1,79.0,33.3,22.0,20.0,88.68,0.25,46.2,100.0
2,12.0,15.0,0.7777777777777778,2.0,38.0,46.5,31.0,40.0,63.2,0.212,9.0,24.0,6.6,31.0,0.21176470588235294,8.0,35.0,0.17647058823529413,5.0,40.0,18.0,13.4,0.42857142857142855,64.0,7.1,0.512987012987013,6.0,0.8311688311688312,0.15584415584415584,55.0,35.0,0.5,70.375,11.0,99.9,25.0,3.0,21.0,108.7,14.0,22.0,73.25,5.0,9.0,1.631578947368421,0.4025974025974026,Dallas Mavericks,85.0,201210300,10.6,46.0,77.5,-8.0,0.16883116883116883,0.775,91.0,Los Angeles Lakers,0.6739130434782609,53.5,0.8181818181818182,99.0,0.47058823529411764,0.546875,100.0,67.4,1.55,14.0,0.3870967741935484,0.5019858781994704,15.0,0.8235294117647058,70.0,0.32608695652173914,0.23076923076923078,0.225,108.7,0.4935064935064935,92.92,7.8,5.0,Los Angeles Lakers1,0.5,0.16470588235294117,0.403,99.9,9.9,0.5327163151097718,1.7142857142857142,77.0,22.5,31.0,13.0,90.64,0.3333333333333333,32.6,100.0
3,12.0,15.0,0.7777777777777778,2.0,38.0,46.5,31.0,40.0,63.2,0.212,9.0,24.0,6.6,31.0,0.21176470588235294,8.0,35.0,0.17647058823529413,5.0,40.0,18.0,13.4,0.42857142857142855,64.0,7.1,0.512987012987013,6.0,0.8311688311688312,0.15584415584415584,55.0,35.0,0.5,70.375,11.0,99.9,25.0,3.0,21.0,108.7,14.0,22.0,73.25,5.0,9.0,1.631578947368421,0.4025974025974026,Dallas Mavericks,85.0,201210300,10.6,46.0,77.5,-8.0,0.16883116883116883,0.775,91.0,Los Angeles Lakers,0.6739130434782609,53.5,0.8181818181818182,99.0,0.47058823529411764,0.546875,100.0,67.4,1.55,14.0,0.3870967741935484,0.5019858781994704,15.0,0.8235294117647058,70.0,0.32608695652173914,0.23076923076923078,0.225,108.7,0.4935064935064935,92.92,7.8,5.0,Dallas Mavericks1,0.5,0.16470588235294117,0.403,99.9,9.9,0.5327163151097718,1.7142857142857142,77.0,22.5,31.0,13.0,90.64,0.3333333333333333,32.6,100.0
4,26.0,5.0,0.8214285714285714,1.6,43.0,53.2,34.0,39.0,58.1,0.373,7.0,25.0,8.5,31.0,0.37333333333333335,-13.0,35.0,0.17333333333333334,2.0,41.0,28.0,7.9,1.0,63.0,8.1,0.5949367088607594,8.0,0.7974683544303798,0.3291139240506329,61.5,33.0,0.56,97.0,15.0,127.0,23.0,8.0,20.0,113.2,8.0,24.0,76.25,6.0,4.0,1.5813953488372092,0.4050632911392405,Boston Celtics,75.0,201210300,14.7,36.0,81.6,13.0,0.20253164556962025,0.8292682926829268,120.0,Miami Heat,0.8611111111111112,46.8,0.26666666666666666,107.0,0.52,0.5555555555555556,100.0,87.2,1.6153846153846154,23.0,0.8125,0.6446067898581865,13.0,0.8266666666666667,62.0,0.1388888888888889,0.5,0.17073170731707318,113.2,0.5443037974683544,87.32,3.2,5.0,Miami Heat1,0.532258064516129,0.30666666666666664,0.405,127.0,4.2,0.6126889601465874,3.125,79.0,18.4,32.0,16.0,93.08,0.46153846153846156,12.8,100.0
5,26.0,5.0,0.8214285714285714,1.6,43.0,53.2,34.0,39.0,58.1,0.373,7.0,25.0,8.5,31.0,0.37333333333333335,-13.0,35.0,0.17333333333333334,2.0,41.0,28.0,7.9,1.0,63.0,8.1,0.5949367088607594,8.0,0.7974683544303798,0.3291139240506329,61.5,33.0,0.56,97.0,15.0,127.0,23.0,8.0,20.0,113.2,8.0,24.0,76.25,6.0,4.0,1.5813953488372092,0.4050632911392405,Boston Celtics,75.0,201210300,14.7,36.0,81.6,13.0,0.20253164556962025,0.8292682926829268,120.0,Miami Heat,0.8611111111111112,46.8,0.26666666666666666,107.0,0.52,0.5555555555555556,100.0,87.2,1.6153846153846154,23.0,0.8125,0.6446067898581865,13.0,0.8266666666666667,62.0,0.1388888888888889,0.5,0.17073170731707318,113.2,0.5443037974683544,87.32,3.2,5.0,Boston Celtics1,0.532258064516129,0.30666666666666664,0.405,127.0,4.2,0.6126889601465874,3.125,79.0,18.4,32.0,16.0,93.08,0.46153846153846156,12.8,100.0
6,25.0,14.0,0.8125,0.7368421052631579,33.0,46.5,29.0,34.0,63.6,0.19,11.0,21.0,8.4,32.0,0.19047619047619047,-6.0,31.0,0.20238095238095238,5.0,40.0,16.0,16.1,0.4444444444444444,70.0,14.9,0.43037974683544306,8.0,0.8860759493670886,0.31645569620253167,41.2,28.0,0.44047619047619047,70.875,19.0,98.0,29.0,2.0,19.0,91.6,18.0,14.0,46.25,6.0,10.0,1.6363636363636365,0.4177215189873418,Sacramento Kings,84.0,201210310,17.3,46.0,74.4,6.0,0.11392405063291139,0.725,93.0,Chicago Bulls,0.6956521739130435,53.5,0.5263157894736842,87.0,0.40476190476190477,0.44285714285714284,100.0,67.4,1.411764705882353,13.0,0.7575757575757576,0.49721984602224123,17.0,0.7976190476190477,67.0,0.30434782608695654,0.2222222222222222,0.275,91.6,0.4177215189873418,91.04,7.1,10.0,Chicago Bulls1,0.417910447761194,0.15476190476190477,0.418,98.0,10.5,0.47781195079086114,1.1666666666666667,79.0,25.6,33.0,9.0,93.52,0.35294117647058826,32.6,100.0
7,25.0,14.0,0.8125,0.7368421052631579,33.0,46.5,29.0,34.0,63.6,0.19,11.0,21.0,8.4,32.0,0.19047619047619047,-6.0,31.0,0.20238095238095238,5.0,40.0,16.0,16.1,0.4444444444444444,70.0,14.9,0.43037974683544306,8.0,0.8860759493670886,0.31645569620253167,41.2,28.0,0.44047619047619047,70.875,19.0,98.0,29.0,2.0,19.0,91.6,18.0,14.0,46.25,6.0,10.0,1.6363636363636365,0.4177215189873418,Sacramento Kings,84.0,201210310,17.3,46.0,74.4,6.0,0.11392405063291139,0.725,93.0,Chicago Bulls,0.6956521739130435,53.5,0.5263157894736842,87.0,0.40476190476190477,0.44285714285714284,100.0,67.4,1.411764705882353,13.0,0.7575757575757576,0.49721984602224123,17.0,0.7976190476190477,67.0,0.30434782608695654,0.2222222222222222,0.275,91.6,0.4177215189873418,91.04,7.1,10.0,Sacramento Kings1,0.417910447761194,0.15476190476190477,0.418,98.0,10.5,0.47781195079086114,1.1666666666666667,79.0,25.6,33.0,9.0,93.52,0.35294117647058826,32.6,100.0
8,20.0,10.0,0.7391304347826086,1.4,35.0,55.6,33.0,39.0,60.0,0.291,12.0,21.0,12.7,26.0,0.2911392405063291,9.0,29.0,0.34177215189873417,3.0,45.0,23.0,15.0,0.75,63.0,7.7,0.4810126582278481,12.0,0.7974683544303798,0.25316455696202533,71.8,29.0,0.5569620253164557,70.0,20.0,101.5,24.0,6.0,15.0,111.0,16.0,28.0,84.875,10.0,12.0,1.6,0.3291139240506329,Houston Rockets,79.0,201210310,18.3,36.0,68.4,-9.0,0.20253164556962025,0.7333333333333333,96.0,Detroit Pistons,0.7222222222222222,44.4,0.6,105.0,0.4936708860759494,0.4603174603174603,100.0,76.7,1.7179487179487178,17.0,0.7692307692307693,0.5307386112339673,27.0,0.6582278481012658,52.0,0.2777777777777778,0.375,0.26666666666666666,111.0,0.4430379746835443,89.12,4.8,4.0,Detroit Pistons1,0.5576923076923077,0.21518987341772153,0.329,101.5,12.7,0.5890933572710951,1.3125,79.0,31.6,26.0,16.0,90.44,0.37037037037037035,23.3,100.0
9,20.0,10.0,0.7391304347826086,1.4,35.0,55.6,33.0,39.0,60.0,0.291,12.0,21.0,12.7,26.0,0.2911392405063291,9.0,29.0,0.34177215189873417,3.0,45.0,23.0,15.0,0.75,63.0,7.7,0.4810126582278481,12.0,0.7974683544303798,0.25316455696202533,71.8,29.0,0.5569620253164557,70.0,20.0,101.5,24.0,6.0,15.0,111.0,16.0,28.0,84.875,10.0,12.0,1.6,0.3291139240506329,Houston Rockets,79.0,201210310,18.3,36.0,68.4,-9.0,0.20253164556962025,0.7333333333333333,96.0,Detroit Pistons,0.7222222222222222,44.4,0.6,105.0,0.4936708860759494,0.4603174603174603,100.0,76.7,1.7179487179487178,17.0,0.7692307692307693,0.5307386112339673,27.0,0.6582278481012658,52.0,0.2777777777777778,0.375,0.26666666666666666,111.0,0.4430379746835443,89.12,4.8,4.0,Houston Rockets1,0.5576923076923077,0.21518987341772153,0.329,101.5,12.7,0.5890933572710951,1.3125,79.0,31.6,26.0,16.0,90.44,0.37037037037037035,23.3,100.0
