,home_FT,home_ORB,away_FT%,away_AST/TOV,home_FG,away_TRB%,away_DRB,away_FG,home_AST%,away_FTr,away_ORB,home_AST,home_STL%,home_DRB,away_FTAr,away_+/-,home_2P,away_3PAr,away_BLK,away_TRB,away_FTA,home_TOV%,home_STL/TOV,home_2PA,home_BLK%,home_eFG%,home_STL,home_2PAr,home_FT/FGA,away_AST%,away_2P,away_eFG%,home_FIC,away_TOV,home_ORtg,away_PF,home_3P,home_PF,home_DRtg,home_TOV,away_AST,away_FIC,away_3P,away_STL,home_HOB,home_FTAr,away_name,away_FGA,date,away_TOV%,home_TRB,home_DRB%,home_+/-,home_3PAr,away_DRBr,home_PTS,home_name,home_DRBr,home_TRB%,away_STL/TOV,away_PTS,away_FG%,home_2P%,away_USG%,away_DRB%,away_HOB,away_FT,home_FT%,home_TS%,away_3PA,away_2PAr,away_2PA,home_ORBr,home_3P%,away_ORBr,away_ORtg,home_FG%,away_TSA,away_BLK%,home_BLK,index,away_2P%,away_FT/FGA,home_FTr,away_DRtg,away_STL%,away_TS%,home_AST/TOV,home_FGA,away_ORB%,home_FTA,home_3PA,home_TSA,away_3P%,home_ORB%,home_USG%
10,23.0,14.0,0.5789473684210527,1.0,30.0,46.9,37.0,31.0,56.7,0.226,8.0,17.0,7.3,37.0,0.2261904761904762,-10.0,24.0,0.30952380952380953,5.0,45.0,19.0,13.2,0.4666666666666667,61.0,6.9,0.38823529411764707,7.0,0.7176470588235294,0.27058823529411763,48.4,25.0,0.40476190476190477,57.875,15.0,92.3,27.0,6.0,21.0,82.0,15.0,15.0,40.125,6.0,4.0,1.5666666666666667,0.36470588235294116,Detroit Pistons,84.0,201410290,14.0,51.0,82.2,10.0,0.2823529411764706,0.8222222222222222,89.0,Denver Nuggets,0.7254901960784313,53.1,0.26666666666666666,79.0,0.36904761904761907,0.39344262295081966,100.0,72.5,1.4838709677419355,11.0,0.7419354838709677,0.4511354420113544,26.0,0.6904761904761905,58.0,0.27450980392156865,0.25,0.17777777777777778,82.0,0.35294117647058826,92.36,8.2,4.0,Denver Nuggets1,0.43103448275862066,0.13095238095238096,0.365,92.3,4.2,0.427674317886531,1.1333333333333333,85.0,17.8,31.0,24.0,98.64,0.23076923076923078,27.5,100.0
11,23.0,14.0,0.5789473684210527,1.0,30.0,46.9,37.0,31.0,56.7,0.226,8.0,17.0,7.3,37.0,0.2261904761904762,-10.0,24.0,0.30952380952380953,5.0,45.0,19.0,13.2,0.4666666666666667,61.0,6.9,0.38823529411764707,7.0,0.7176470588235294,0.27058823529411763,48.4,25.0,0.40476190476190477,57.875,15.0,92.3,27.0,6.0,21.0,82.0,15.0,15.0,40.125,6.0,4.0,1.5666666666666667,0.36470588235294116,Detroit Pistons,84.0,201410290,14.0,51.0,82.2,10.0,0.2823529411764706,0.8222222222222222,89.0,Denver Nuggets,0.7254901960784313,53.1,0.26666666666666666,79.0,0.36904761904761907,0.39344262295081966,100.0,72.5,1.4838709677419355,11.0,0.7419354838709677,0.4511354420113544,26.0,0.6904761904761905,58.0,0.27450980392156865,0.25,0.17777777777777778,82.0,0.35294117647058826,92.36,8.2,4.0,Detroit Pistons1,0.43103448275862066,0.13095238095238096,0.365,92.3,4.2,0.427674317886531,1.1333333333333333,85.0,17.8,31.0,24.0,98.64,0.23076923076923078,27.5,100.0
12,19.0,14.0,0.5666666666666667,1.5454545454545454,38.0,45.7,27.0,34.0,57.9,0.337,15.0,22.0,5.3,36.0,0.33707865168539325,-12.0,30.0,0.23595505617977527,5.0,42.0,30.0,15.4,0.29411764705882354,56.0,19.1,0.5185185185185185,5.0,0.691358024691358,0.2345679012345679,50.0,28.0,0.4157303370786517,83.75,11.0,109.5,29.0,8.0,24.0,96.7,17.0,17.0,54.75,6.0,10.0,1.5789473684210527,0.345679012345679,Philadelphia 76ers,89.0,201410290,9.7,50.0,70.6,12.0,0.30864197530864196,0.6428571428571429,103.0,Indiana Pacers,0.72,54.3,0.9090909090909091,91.0,0.38202247191011235,0.5357142857142857,100.0,65.9,1.5,17.0,0.6785714285714286,0.5518645520788684,21.0,0.7640449438202247,68.0,0.28,0.32,0.35714285714285715,96.7,0.4691358024691358,102.2,8.9,13.0,Indiana Pacers1,0.4117647058823529,0.19101123595505617,0.346,109.5,10.6,0.4452054794520548,1.2941176470588236,81.0,29.4,28.0,25.0,93.32,0.2857142857142857,34.1,100.0
13,19.0,14.0,0.5666666666666667,1.5454545454545454,38.0,45.7,27.0,34.0,57.9,0.337,15.0,22.0,5.3,36.0,0.33707865168539325,-12.0,30.0,0.23595505617977527,5.0,42.0,30.0,15.4,0.29411764705882354,56.0,19.1,0.5185185185185185,5.0,0.691358024691358,0.2345679012345679,50.0,28.0,0.4157303370786517,83.75,11.0,109.5,29.0,8.0,24.0,96.7,17.0,17.0,54.75,6.0,10.0,1.5789473684210527,0.345679012345679,Philadelphia 76ers,89.0,201410290,9.7,50.0,70.6,12.0,0.30864197530864196,0.6428571428571429,103.0,Indiana Pacers,0.72,54.3,0.9090909090909091,91.0,0.38202247191011235,0.5357142857142857,100.0,65.9,1.5,17.0,0.6785714285714286,0.5518645520788684,21.0,0.7640449438202247,68.0,0.28,0.32,0.35714285714285715,96.7,0.4691358024691358,102.2,8.9,13.0,Philadelphia 76ers1,0.4117647058823529,0.19101123595505617,0.346,109.5,10.6,0.4452054794520548,1.2941176470588236,81.0,29.4,28.0,25.0,93.32,0.2857142857142857,34.1,100.0
14,15.0,10.0,0.7391304347826086,0.8695652173913043,43.0,58.8,28.0,39.0,48.8,0.267,19.0,21.0,10.4,23.0,0.26744186046511625,-4.0,39.0,0.13953488372093023,4.0,47.0,23.0,15.8,0.5882352941176471,67.0,6.8,0.5487804878048781,10.0,0.8170731707317073,0.18292682926829268,51.3,33.0,0.4883720930232558,71.75,23.0,109.7,21.0,4.0,21.0,105.5,17.0,20.0,66.375,6.0,8.0,1.4883720930232558,0.24390243902439024,Minnesota Timberwolves,86.0,201410290,19.3,33.0,54.8,4.0,0.18292682926829268,0.5957446808510638,105.0,Memphis Grizzlies,0.696969696969697,41.3,0.34782608695652173,101.0,0.45348837209302323,0.582089552238806,100.0,73.7,1.5128205128205128,17.0,0.75,0.5781938325991189,12.0,0.8604651162790697,74.0,0.30303030303030304,0.26666666666666666,0.40425531914893614,105.5,0.524390243902439,96.12,6.0,5.0,Memphis Grizzlies1,0.44594594594594594,0.19767441860465115,0.244,109.7,8.4,0.525384935497295,1.2352941176470589,82.0,45.2,20.0,15.0,90.8,0.5,26.3,100.0
15,15.0,10.0,0.7391304347826086,0.8695652173913043,43.0,58.8,28.0,39.0,48.8,0.267,19.0,21.0,10.4,23.0,0.26744186046511625,-4.0,39.0,0.13953488372093023,4.0,47.0,23.0,15.8,0.5882352941176471,67.0,6.8,0.5487804878048781,10.0,0.8170731707317073,0.18292682926829268,51.3,33.0,0.4883720930232558,71.75,23.0,109.7,21.0,4.0,21.0,105.5,17.0,20.0,66.375,6.0,8.0,1.4883720930232558,0.24390243902439024,Minnesota Timberwolves,86.0,201410290,19.3,33.0,54.8,4.0,0.18292682926829268,0.5957446808510638,105.0,Memphis Grizzlies,0.696969696969697,41.3,0.34782608695652173,101.0,0.45348837209302323,0.582089552238806,100.0,73.7,1.5128205128205128,17.0,0.75,0.5781938325991189,12.0,0.8604651162790697,74.0,0.30303030303030304,0.26666666666666666,0.40425531914893614,105.5,0.524390243902439,96.12,6.0,5.0,Minnesota Timberwolves1,0.44594594594594594,0.19767441860465115,0.244,109.7,8.4,0.525384935497295,1.2352941176470589,82.0,45.2,20.0,15.0,90.8,0.5,26.3,100.0
16,20.0,12.0,0.7083333333333334,1.4285714285714286,39.0,45.0,29.0,36.0,51.3,0.32,7.0,20.0,9.9,32.0,0.32,-12.0,30.0,0.25333333333333335,2.0,36.0,24.0,13.3,0.6428571428571429,53.0,5.4,0.5370370370370371,9.0,0.654320987654321,0.24691358024691357,55.6,30.0,0.52,83.125,14.0,117.5,20.0,9.0,17.0,104.3,14.0,20.0,63.5,6.0,7.0,1.5128205128205128,0.2839506172839506,Washington Wizards,75.0,201410290,14.1,44.0,82.1,12.0,0.345679012345679,0.8055555555555556,107.0,Miami Heat,0.7272727272727273,55.0,0.5,95.0,0.48,0.5660377358490566,100.0,70.7,1.5555555555555556,17.0,0.8695652173913043,0.5871378402107111,19.0,0.7466666666666667,56.0,0.2727272727272727,0.32142857142857145,0.19444444444444445,104.3,0.48148148148148145,85.56,3.8,3.0,Miami Heat1,0.5357142857142857,0.22666666666666666,0.284,117.5,7.7,0.5551659654043946,1.4285714285714286,81.0,17.9,23.0,28.0,91.12,0.3157894736842105,29.3,100.0
17,20.0,12.0,0.7083333333333334,1.4285714285714286,39.0,45.0,29.0,36.0,51.3,0.32,7.0,20.0,9.9,32.0,0.32,-12.0,30.0,0.25333333333333335,2.0,36.0,24.0,13.3,0.6428571428571429,53.0,5.4,0.5370370370370371,9.0,0.654320987654321,0.24691358024691357,55.6,30.0,0.52,83.125,14.0,117.5,20.0,9.0,17.0,104.3,14.0,20.0,63.5,6.0,7.0,1.5128205128205128,0.2839506172839506,Washington Wizards,75.0,201410290,14.1,44.0,82.1,12.0,0.345679012345679,0.8055555555555556,107.0,Miami Heat,0.7272727272727273,55.0,0.5,95.0,0.48,0.5660377358490566,100.0,70.7,1.5555555555555556,17.0,0.8695652173913043,0.5871378402107111,19.0,0.7466666666666667,56.0,0.2727272727272727,0.32142857142857145,0.19444444444444445,104.3,0.48148148148148145,85.56,3.8,3.0,Washington Wizards1,0.5357142857142857,0.22666666666666666,0.284,117.5,7.7,0.5551659654043946,1.4285714285714286,81.0,17.9,23.0,28.0,91.12,0.3157894736842105,29.3,100.0
18,15.0,14.0,0.8333333333333334,1.4,31.0,55.3,37.0,36.0,61.3,0.423,10.0,19.0,10.3,24.0,0.4225352112676056,24.0,28.0,0.3380281690140845,4.0,47.0,30.0,10.6,0.8181818181818182,68.0,10.6,0.38235294117647056,9.0,0.8,0.17647058823529413,58.3,29.0,0.5563380281690141,52.875,15.0,92.0,18.0,3.0,22.0,119.6,11.0,21.0,87.25,7.0,9.0,1.6129032258064515,0.2,Chicago Bulls,71.0,201410290,15.1,38.0,70.6,-24.0,0.2,0.7872340425531915,80.0,New York Knicks,0.631578947368421,44.7,0.6,104.0,0.5070422535211268,0.4117647058823529,100.0,72.5,1.5833333333333333,25.0,0.8823529411764706,0.4325259515570934,24.0,0.6619718309859155,47.0,0.3684210526315789,0.17647058823529413,0.2127659574468085,119.6,0.36470588235294116,84.2,5.9,5.0,New York Knicks1,0.6170212765957447,0.352112676056338,0.2,92.0,10.3,0.6175771971496437,1.7272727272727273,85.0,29.4,17.0,17.0,92.48,0.2916666666666667,27.5,100.0
19,15.0,14.0,0.8333333333333334,1.4,31.0,55.3,37.0,36.0,61.3,0.423,10.0,19.0,10.3,24.0,0.4225352112676056,24.0,28.0,0.3380281690140845,4.0,47.0,30.0,10.6,0.8181818181818182,68.0,10.6,0.38235294117647056,9.0,0.8,0.17647058823529413,58.3,29.0,0.5563380281690141,52.875,15.0,92.0,18.0,3.0,22.0,119.6,11.0,21.0,87.25,7.0,9.0,1.6129032258064515,0.2,Chicago Bulls,71.0,201410290,15.1,38.0,70.6,-24.0,0.2,0.7872340425531915,80.0,New York Knicks,0.631578947368421,44.7,0.6,104.0,0.5070422535211268,0.4117647058823529,100.0,72.5,1.5833333333333333,25.0,0.8823529411764706,0.4325259515570934,24.0,0.6619718309859155,47.0,0.3684210526315789,0.17647058823529413,0.2127659574468085,119.6,0.36470588235294116,84.2,5.9,5.0,Chicago Bulls1,0.6170212765957447,0.352112676056338,0.2,92.0,10.3,0.6175771971496437,1.7272727272727273,85.0,29.4,17.0,17.0,92.48,0.2916666666666667,27.5,100.0
