,Date,Home,Away,OU,Spread,OU_2H,Spread_2H,ML_home,ML_away,Points,Win Margin,2H Points,2H Win Margin
82,2013-11-08,Portland,Sacramento,203.5,7.5,100,3,-365,295,195,13,92,8
83,2013-11-09,Toronto,Utah,188.5,8.0,95.0,1.5,-450,345,206,24,108,-2
84,2013-11-09,Atlanta,Orlando,202.0,5.0,100,4,-280,230,198,10,107,9
85,2013-11-09,Brooklyn,Indiana,188.0,3.0,96.5,0.5,-110,-110,187,-5,97,-7
86,2013-11-09,Cleveland,Philadelphia,205.0,9.0,100.0,3.5,-390,310,252,2,113,-5
87,2013-11-09,Miami,Boston,195.0,15.0,97,9,-1665,1065,221,-1,102,0
88,2013-11-09,Houston,LA Clippers,215.0,3.0,105.5,1.5,-150,130,201,-13,100,-22
89,2013-11-09,Memphis,Golden State,196.0,3.5,95.0,0.5,-130,110,198,18,94,14
90,2013-11-09,Milwaukee,Dallas,205.5,3.0,100,3,130,-150,174,-8,79,7
91,2013-11-09,Sacramento,Portland,200.5,1.0,98,3,-130,110,181,-11,98,-4
92,2013-11-10,New York,San Antonio,196.5,2.5,98.5,3.0,130,-150,209,-31,103,-15
93,2013-11-10,Okla City,Washington,205.0,10.5,101.5,8.5,-433,344,211,1,113,5
94,2013-11-10,Phoenix,New Orleans,195.0,1.0,99.5,2.0,105,-125,195,7,115,3
95,2013-11-10,LA Lakers,Minnesota,208.5,4.0,103.0,2.5,150,-175,203,-23,88,-4
96,2013-11-11,Charlotte,Atlanta,196.5,1.0,99.0,3.5,105,-125,197,-9,97,-17
97,2013-11-11,Indiana,Memphis,184.5,7.0,92.5,1.5,-285,235,174,16,89,9
98,2013-11-11,Philadelphia,San Antonio,205.0,7.0,102,2,235,-285,194,-24,99,-5
99,2013-11-11,Boston,Orlando,188.0,3.0,95.5,2.0,-120,100,225,15,116,6
100,2013-11-11,Chicago,Cleveland,185.5,9.0,91.5,2.5,-400,320,177,15,96,6
101,2013-11-11,Houston,Toronto,202.0,8.0,pk,101.5,-295,245,214,6,94,-14
102,2013-11-11,Utah,Denver,196.5,2.5,99,1,110,-130,181,-19,90,-18
103,2013-11-11,Portland,Detroit,199.0,4.0,100,2,-200,170,212,6,99,3
104,2013-11-11,LA Clippers,Minnesota,209.5,7.5,105.5,4.0,-260,215,216,2,99,1
105,2013-11-12,Miami,Milwaukee,199.5,14.5,95.5,4.0,-1710,1110,213,23,112,12
106,2013-11-12,Dallas,Washington,210.0,6.0,102.0,0.5,-225,185,200,10,90,-2
107,2013-11-12,Golden State,Detroit,202.5,9.0,101.0,0.5,-480,375,208,18,105,-3
108,2013-11-12,LA Lakers,New Orleans,200.0,3.5,99.5,6.0,140,-160,211,21,117,5
109,2013-11-13,Orlando,Milwaukee,192.5,5.5,97,7,-325,265,185,3,86,12
110,2013-11-13,Philadelphia,Houston,209.0,8.0,104,6,210,-250,240,6,95,-3
111,2013-11-13,Boston,Charlotte,191.0,4.0,96.5,5.5,-230,190,172,-6,78,2
112,2013-11-13,Memphis,Toronto,185.5,6.0,92.5,6.5,-240,200,190,-16,91,-5
113,2013-11-13,Minnesota,Cleveland,199.5,8.5,99.5,1.5,-390,310,219,29,102,6
114,2013-11-13,Atlanta,New York,199.5,3.0,99,5,-175,155,186,-4,86,6
115,2013-11-13,San Antonio,Washington,199.5,10.0,98,3,-785,485,171,13,77,3
116,2013-11-13,Denver,LA Lakers,205.5,10.0,103.5,4.0,-505,395,210,12,96,6
117,2013-11-13,Utah,New Orleans,189.5,3.0,97.0,1.5,125,-145,216,6,116,16
118,2013-11-13,Portland,Phoenix,201.0,7.0,100.5,5.5,-320,260,179,1,95,3
119,2013-11-13,Sacramento,Brooklyn,193.0,3.5,97.0,5.5,150,-170,193,21,101,9
120,2013-11-13,LA Clippers,Okla City,212.0,3.0,105,6,-185,160,214,8,99,17
121,2013-11-14,New York,Houston,203.0,1.5,103.0,0.5,110,-130,215,-3,110,-2
122,2013-11-14,Golden State,Okla City,210.0,3.0,105.0,3.5,-200,175,231,1,107,1
123,2013-11-15,Indiana,Milwaukee,184.5,15.0,91.0,3.5,-1930,1230,181,27,92,12
124,2013-11-15,Atlanta,Philadelphia,211.0,8.5,103,6,-430,330,216,10,106,12
125,2013-11-15,Boston,Portland,194.0,3.0,97.5,1.0,100,-120,205,-13,97,-7
126,2013-11-15,Cleveland,Charlotte,188.0,6.0,92.0,2.5,-250,210,166,-6,96,-10
127,2013-11-15,Miami,Dallas,207.5,8.0,101.5,2.0,-430,330,214,6,103,-3
128,2013-11-15,Denver,Minnesota,211.0,1.0,pk,103.5,110,-130,230,4,114,8
129,2013-11-15,Utah,San Antonio,191.0,10.0,99,9,445,-670,173,-9,86,-14
130,2013-11-15,LA Lakers,Memphis,200.0,4.0,97,2,130,-150,175,-3,95,-3
131,2013-11-15,Sacramento,Detroit,195.0,2.0,99.5,1.0,-130,110,187,-7,82,-4
132,2013-11-16,Charlotte,Miami,196.0,8.5,95.5,4.0,320,-410,178,-16,92,-12
133,2013-11-16,Orlando,Dallas,202.5,3.5,100.5,2.0,120,-140,208,-8,103,5
134,2013-11-16,Washington,Cleveland,197.5,5.5,96,3,-350,290,199,-7,87,-5
135,2013-11-16,New York,Atlanta,204.0,4.5,100.0,4.5,-185,160,200,-20,99,-13
136,2013-11-16,Houston,Denver,212.0,9.0,105.5,0.5,-410,320,233,11,124,-6
137,2013-11-16,Minnesota,Boston,201.5,10.5,101,5,-580,425,194,18,89,13
138,2013-11-16,New Orleans,Philadelphia,203.5,8.0,101.5,1.0,-450,345,233,37,120,16
139,2013-11-16,Milwaukee,Okla City,199.0,10.5,99,7,505,-805,171,-13,91,-13
140,2013-11-16,Golden State,Utah,199.5,15.0,100.5,4.5,-3185,1585,190,14,105,-3
141,2013-11-16,LA Clippers,Brooklyn,204.0,9.0,101,10,-1610,1010,213,7,104,8
142,2013-11-17,Toronto,Portland,194.0,1.5,98,1,-130,110,228,-8,93,3
143,2013-11-17,Sacramento,Memphis,189.0,2.0,93.5,2.5,120,-140,183,-11,102,2
144,2013-11-17,LA Lakers,Detroit,205.0,3.0,102.0,0.5,115,-135,213,15,107,21
145,2013-11-18,Brooklyn,Portland,195.5,3.0,97.5,1.5,-125,105,206,-10,87,-17
146,2013-11-18,Chicago,Charlotte,179.0,11.5,91.5,10.0,-1130,730,167,5,83,9
147,2013-11-18,Okla City,Denver,210.5,9.0,105.0,7.5,-495,390,228,2,105,5
148,2013-11-18,Dallas,Philadelphia,216.0,11.5,107,9,-1040,640,191,3,101,7
149,2013-11-18,Utah,Golden State,196.5,9.5,96,2,305,-385,185,-11,90,12
150,2013-11-18,LA Clippers,Memphis,202.0,8.5,97.5,6.5,-460,355,208,-4,105,-3
151,2013-11-19,Washington,Minnesota,204.5,3.5,101.5,2.0,140,-160,204,4,90,16
152,2013-11-19,Detroit,New York,200.0,5.0,98.0,2.5,-180,155,178,6,92,6
153,2013-11-19,Miami,Atlanta,207.5,9.5,100.0,4.5,-450,345,192,16,99,13
154,2013-11-19,Houston,Boston,202.5,11.0,102.0,1.5,-795,495,194,24,82,0
155,2013-11-19,Sacramento,Phoenix,191.5,1.0,99.5,4.5,-160,140,211,3,95,11
156,2013-11-20,Charlotte,Brooklyn,187.0,2.0,92,1,125,-145,186,4,83,1
157,2013-11-20,Cleveland,Washington,190.0,2.5,94.5,5.5,-150,130,189,-7,95,11
158,2013-11-20,New York,Indiana,189.0,4.0,95,6,210,-250,199,-7,99,-5
159,2013-11-20,Orlando,Miami,200.0,7.5,99.0,2.5,250,-300,212,-28,109,-23
160,2013-11-20,Philadelphia,Toronto,202.0,3.5,101.5,1.0,155,-175,206,-10,103,-3
161,2013-11-20,Atlanta,Detroit,203.0,4.0,100.0,5.5,-220,180,178,8,89,11
162,2013-11-20,Milwaukee,Portland,196.0,5.5,96.5,3.0,175,-210,173,-9,69,-7
163,2013-11-20,Minnesota,LA Clippers,213.0,1.0,104.5,1.5,-125,105,200,-4,108,-4
164,2013-11-20,New Orleans,Utah,192.0,9.0,99.0,5.5,-700,500,203,7,117,3
165,2013-11-20,San Antonio,Boston,193.5,13.5,97,9,-2300,1350,197,11,101,11
166,2013-11-20,Phoenix,Sacramento,194.0,5.5,98.5,5.0,-240,200,219,-7,114,-2
167,2013-11-20,Dallas,Houston,215.0,3.0,107,3,-140,120,243,3,114,10
168,2013-11-20,Golden State,Memphis,192.5,3.5,94.0,0.5,-220,180,169,-7,72,-10
169,2013-11-21,Okla City,LA Clippers,212.0,4.5,pk,105.5,-235,195,196,14,102,6
170,2013-11-21,Denver,Chicago,196.0,1.5,100,1,100,-120,184,10,86,8
171,2013-11-22,Charlotte,Phoenix,191.0,2.5,94.5,4.5,-160,140,189,-7,90,4
172,2013-11-22,Philadelphia,Milwaukee,201.5,4.0,101,1,-150,130,222,8,96,-2
173,2013-11-22,Toronto,Washington,193.5,5.5,95.5,1.5,-190,165,184,8,95,-5
174,2013-11-22,Boston,Indiana,185.0,7.5,95.5,8.0,285,-345,179,-15,87,-23
175,2013-11-22,Detroit,Atlanta,198.0,4.0,98,3,-170,150,185,-7,92,-2
176,2013-11-22,Memphis,San Antonio,187.0,1.0,93.5,2.5,-105,-115,188,-16,100,-2
177,2013-11-22,Minnesota,Brooklyn,200.0,9.0,100.5,0.5,-475,370,192,30,98,10
178,2013-11-22,New Orleans,Cleveland,196.0,6.5,98.0,6.5,-305,245,204,4,111,13
179,2013-11-22,Dallas,Utah,203.0,12.5,102,1,-790,490,196,10,104,-14
180,2013-11-22,Portland,Chicago,191.0,3.0,95,6,-170,150,193,3,90,18
181,2013-11-22,LA Lakers,Golden State,203.0,5.0,101.5,5.5,170,-200,197,7,96,-2
182,2013-11-23,LA Clippers,Sacramento,207.5,11.0,102.5,3.5,-805,505,205,1,100,-8
183,2013-11-23,Indiana,Philadelphia,194.0,14.5,99,8,-2620,1520,204,8,96,4
184,2013-11-23,Washington,New York,192.5,3.0,95.5,1.5,-130,110,187,9,86,12
185,2013-11-23,Atlanta,Boston,197.0,8.0,97.5,4.5,-485,380,181,-7,79,-11
186,2013-11-23,Miami,Orlando,205.0,13.5,102,13,-1425,925,200,2,106,18
187,2013-11-23,Houston,Minnesota,217.0,5.5,103.5,1.5,-255,215,213,11,116,-2
188,2013-11-23,Milwaukee,Charlotte,181.0,2.0,92.0,2.5,-130,110,168,-24,83,-17
189,2013-11-23,San Antonio,Cleveland,189.0,12.0,95.0,0.5,-1310,860,222,30,125,-3
190,2013-11-23,Denver,Dallas,217.0,4.5,106.5,1.0,-205,175,202,2,84,-10
191,2013-11-23,Golden State,Portland,203.0,6.5,100,1,-195,170,214,-12,111,-17
192,2013-11-24,Brooklyn,Detroit,194.0,1.5,95,1,-130,110,206,-12,111,-19
193,2013-11-24,LA Clippers,Chicago,195.0,6.5,pk,97,-280,230,203,39,86,26
194,2013-11-24,Orlando,Phoenix,197.0,1.0,100.5,3.5,-130,110,200,-8,103,1
195,2013-11-24,Okla City,Utah,197.5,14.5,100.5,2.5,-1330,830,168,22,91,5
196,2013-11-24,LA Lakers,Sacramento,201.5,4.0,pk,102.5,-185,160,186,14,83,7
197,2013-11-25,Charlotte,Boston,184.0,4.5,92.0,4.5,-165,140,182,-10,97,-1
198,2013-11-25,Indiana,Minnesota,194.0,7.0,98.0,3.5,-275,227,182,14,88,12
199,2013-11-25,Detroit,Milwaukee,192.5,7.5,95.5,3.0,-310,255,207,19,108,-12
200,2013-11-25,Miami,Phoenix,200.0,11.5,101,7,-1300,810,199,15,102,12
201,2013-11-25,Memphis,Houston,195.0,2.0,96,4,-101,-119,179,-7,103,-19
202,2013-11-25,Dallas,Denver,212.0,5.0,106,7,-280,230,206,-14,99,-9
203,2013-11-25,San Antonio,New Orleans,199.5,9.5,101.0,0.5,-525,405,205,19,108,2
204,2013-11-25,Utah,Chicago,184.5,3.5,90,5,181,-214,172,6,84,-8
205,2013-11-25,Portland,New York,194.5,8.5,97.0,1.5,-315,260,193,11,98,-6
206,2013-11-26,Toronto,Brooklyn,189.0,7.5,95.5,5.5,-290,240,202,-2,96,2
207,2013-11-26,Washington,LA Lakers,199.0,4.5,98,2,-230,190,227,5,113,1
208,2013-11-26,Atlanta,Orlando,198.0,8.0,99,3,-325,275,201,-17,99,-21
209,2013-11-26,New Orleans,Golden State,203.5,2.5,103.0,2.5,NL,NL,203,-1,97,7
210,2013-11-27,Charlotte,Indiana,180.0,7.5,93.0,3.5,265,-320,173,-25,92,-20
211,2013-11-27,Orlando,Philadelphia,207.5,4.0,104.5,1.0,-170,145,199,11,94,6
212,2013-11-27,Boston,Memphis,181.5,3.0,90.5,2.5,105,-125,193,-7,108,6
213,2013-11-27,Brooklyn,LA Lakers,199.0,2.5,98.5,5.0,-140,120,193,-5,99,9
214,2013-11-27,Cleveland,Miami,197.5,8.5,97.5,4.0,350,-440,179,-11,88,-4
215,2013-11-27,Detroit,Chicago,185.0,3.5,93.5,1.5,-165,140,178,-20,74,-22
216,2013-11-27,Houston,Atlanta,206.0,8.5,101.0,1.5,-355,290,197,29,96,18
217,2013-11-27,Milwaukee,Washington,189.0,2.5,94.5,1.5,125,-145,192,-8,77,1
218,2013-11-27,Minnesota,Denver,212.0,6.0,106.0,6.5,-300,250,227,-7,108,2
219,2013-11-27,Okla City,San Antonio,199.0,2.5,103,3,-150,130,182,6,93,9
220,2013-11-27,Dallas,Golden State,208.0,3.0,102,1,-190,162,202,4,101,-5
221,2013-11-27,Phoenix,Portland,200.0,3.5,99.5,4.5,155,-180,226,14,107,11
222,2013-11-27,LA Clippers,New York,204.5,10.5,100.5,5.0,-510,395,173,13,79,9
223,2013-11-29,Charlotte,Milwaukee,180.5,6.0,92,1,-210,175,168,16,76,6
224,2013-11-29,Orlando,San Antonio,196.0,8.5,99.0,0.5,390,-495,200,-18,92,0
225,2013-11-29,Toronto,Miami,196.5,6.0,97.0,0.5,215,-255,173,-7,73,7
226,2013-11-29,Atlanta,Dallas,205.0,1.0,99.5,3.0,100,-120,175,1,83,15
227,2013-11-29,Boston,Cleveland,186.5,4.0,94.5,3.0,-175,155,189,17,95,1
228,2013-11-29,Detroit,LA Lakers,202.0,5.0,100.5,4.0,-230,190,208,-4,97,-3
229,2013-11-29,Houston,Brooklyn,204.5,10.0,102,1,-790,490,209,19,103,-7
230,2013-11-29,Okla City,Golden State,204.0,7.0,101.5,4.0,-340,280,225,1,103,-3
231,2013-11-29,Indiana,Washington,186.0,12.0,93.0,3.5,-815,515,166,20,87,13
232,2013-11-29,Philadelphia,New Orleans,210.5,3.5,106.0,0.5,150,-170,226,-16,110,-10
233,2013-11-29,Denver,New York,202.0,9.0,100.0,2.5,-390,310,192,2,96,-4
234,2013-11-29,Utah,Phoenix,191.0,2.0,95,2,110,-130,213,-11,100,0
235,2013-11-29,Sacramento,LA Clippers,204.0,3.5,100.5,1.0,125,-145,202,-6,93,5
236,2013-11-30,Washington,Atlanta,196.5,3.0,94,1,-200,170,209,7,111,-3
237,2013-11-30,Cleveland,Chicago,180.5,3.0,92,4,175,-205,190,4,83,-1
238,2013-11-30,Memphis,Brooklyn,186.0,7.5,93.5,7.0,-340,290,185,-9,100,2
239,2013-11-30,Dallas,Minnesota,211.0,2.0,102.5,1.0,110,-130,218,-6,117,1
240,2013-11-30,San Antonio,Houston,205.5,6.5,103,6,-270,230,218,-6,115,5
241,2013-11-30,Milwaukee,Boston,187.5,1.5,92.5,2.5,120,-140,177,7,89,1
242,2013-11-30,Phoenix,Utah,192.0,8.0,100.0,4.5,-450,370,216,-8,114,-12
243,2013-12-01,Toronto,Denver,201.5,1.5,100,2,-140,120,210,-14,118,-12
244,2013-12-01,LA Clippers,Indiana,189.5,2.0,98.5,1.0,100,-120,205,-5,105,1
245,2013-12-01,Detroit,Philadelphia,209.0,8.5,102.5,2.0,-405,315,215,15,99,-9
246,2013-12-01,Sacramento,Golden State,198.0,4.0,101.0,2.5,170,-195,228,-2,119,1
247,2013-12-01,Miami,Charlotte,189.0,11.5,95,8,-1025,625,197,1,102,2
248,2013-12-01,Okla City,Minnesota,210.0,8.0,104,7,-440,340,216,10,103,13
249,2013-12-01,New York,New Orleans,199.0,1.0,100.5,0.5,-120,100,202,-4,109,-9
250,2013-12-01,LA Lakers,Portland,207.0,4.0,103.5,1.5,150,-170,222,-6,119,-3
251,2013-12-02,Washington,Orlando,195.0,5.5,pk,98,-300,250,178,18,85,7
252,2013-12-02,Chicago,New Orleans,193.0,5.0,97,2,-300,250,259,-3,100,-6
253,2013-12-02,San Antonio,Atlanta,197.0,12.0,99.5,7.0,-1000,670,202,2,103,1
254,2013-12-02,Utah,Houston,200.5,7.0,101,7,290,-350,212,6,109,3
255,2013-12-02,Portland,Indiana,188.0,1.5,96.5,0.5,-101,-119,208,4,117,5
256,2013-12-03,Philadelphia,Orlando,209.0,4.0,103.0,2.5,-180,155,251,1,93,-1
257,2013-12-03,Miami,Detroit,199.5,11.5,101,9,-520,405,204,-10,107,1
258,2013-12-03,Boston,Milwaukee,185.0,7.5,92.5,2.0,-330,270,208,8,119,1
259,2013-12-03,Brooklyn,Denver,205.5,4.5,100.0,0.5,160,-185,198,-24,90,-16
260,2013-12-03,Memphis,Phoenix,189.5,3.5,96,3,-145,125,201,19,101,27
261,2013-12-03,Dallas,Charlotte,193.5,8.0,96.5,7.0,-375,315,171,7,90,10
262,2013-12-03,Sacramento,Okla City,203.0,7.0,100.5,6.0,325,-400,192,-2,95,1
263,2013-12-03,Golden State,Toronto,199.0,8.0,102.5,9.5,-350,290,215,9,102,26
264,2013-12-04,Cleveland,Denver,202.5,4.5,100,4,150,-170,186,10,78,6
265,2013-12-04,Atlanta,LA Clippers,204.0,4.0,101.5,4.5,125,-145,204,10,105,-1
266,2013-12-04,Houston,Phoenix,209.5,9.0,105.5,9.0,-700,450,185,-9,94,2
267,2013-12-04,Milwaukee,Detroit,191.0,4.0,96,4,160,-185,203,-7,108,-12
268,2013-12-04,Utah,Indiana,189.0,9.0,97,6,325,-425,181,-9,86,-10
269,2013-12-04,Portland,Okla City,206.0,2.0,103.0,4.5,-135,115,215,7,108,18
270,2013-12-05,Brooklyn,New York,190.0,1.0,94.5,1.0,106,-125,196,-30,103,-23
271,2013-12-05,Memphis,LA Clippers,196.0,1.5,95.5,2.5,110,-130,182,-20,100,-22
272,2013-12-05,Chicago,Miami,189.0,4.0,94.5,7.5,162,-190,194,20,92,6
273,2013-12-06,Charlotte,Philadelphia,195.5,4.5,pk,99,-290,240,193,17,80,6
274,2013-12-06,Washington,Milwaukee,188.5,10.5,96,9,-550,420,214,-4,105,13
275,2013-12-06,Atlanta,Cleveland,194.0,7.0,96.5,3.0,-255,215,197,19,91,-1
276,2013-12-06,New York,Orlando,194.0,5.0,98.5,2.0,-265,225,204,38,91,33
277,2013-12-06,Boston,Denver,200.0,4.5,100.5,7.0,155,-180,204,8,96,-12
278,2013-12-06,Houston,Golden State,210.0,5.5,106,4,-200,165,188,22,90,-2
279,2013-12-06,New Orleans,Okla City,207.0,4.0,103.0,1.5,195,-235,204,-14,94,-8
280,2013-12-06,Phoenix,Toronto,199.5,4.0,99.5,1.5,-170,150,203,9,101,7
281,2013-12-06,Sacramento,LA Lakers,204.0,3.0,101.5,1.5,-175,155,206,-6,99,-9
282,2013-12-06,Portland,Utah,198.0,12.5,102.5,3.0,-750,520,228,32,105,21
283,2013-12-07,Philadelphia,Denver,216.0,6.0,103,6,235,-285,195,-11,93,-15
284,2013-12-07,Cleveland,LA Clippers,197.0,6.0,100.0,4.5,210,-250,170,6,71,5
285,2013-12-07,Minnesota,Miami,206.0,5.0,99.5,0.5,235,-285,185,-21,88,-8
