,team,opponent,date,index,team_FG,team_FGA,team_FG%,team_3P,team_3PA,team_3P%,team_FT,team_FTA,team_FT%,team_ORB,team_DRB,team_TRB,team_AST,team_STL,team_BLK,team_TOV,team_PF,team_PTS,team_TS%,team_eFG%,team_3PAr,team_FTr,team_ORB%,team_DRB%,team_TRB%,team_AST%,team_STL%,team_BLK%,team_TOV%,team_USG%,team_ORtg,team_DRtg,team_TSA,team_FTAr,team_2P,team_2PA,team_2P%,team_2PAr,team_ORBr,team_DRBr,team_AST/TOV,team_STL/TOV,team_FIC,team_FT/FGA,team_HOB,team_+/-,opponent_FG,opponent_FGA,opponent_FG%,opponent_3P,opponent_3PA,opponent_3P%,opponent_FT,opponent_FTA,opponent_FT%,opponent_ORB,opponent_DRB,opponent_TRB,opponent_AST,opponent_STL,opponent_BLK,opponent_TOV,opponent_PF,opponent_PTS,opponent_TS%,opponent_eFG%,opponent_3PAr,opponent_FTr,opponent_ORB%,opponent_DRB%,opponent_TRB%,opponent_AST%,opponent_STL%,opponent_BLK%,opponent_TOV%,opponent_USG%,opponent_ORtg,opponent_DRtg,opponent_TSA,opponent_FTAr,opponent_2P,opponent_2PA,opponent_2P%,opponent_2PAr,opponent_ORBr,opponent_DRBr,opponent_AST/TOV,opponent_STL/TOV,opponent_FIC,opponent_FT/FGA,opponent_HOB,opponent_+/-,home
10,Los Angeles Clippers,Memphis Grizzlies,201210310,Los Angeles Clippers1,38.0,74.0,0.5135135135135135,5.0,15.0,0.3333333333333333,20.0,29.0,0.6896551724137931,8.0,31.0,39.0,25.0,12.0,9.0,22.0,27.0,101.0,0.5820654679575841,0.5472972972972973,0.20270270270270271,0.392,22.9,64.6,47.0,65.8,12.3,12.5,20.2,100.0,103.7,94.5,86.76,0.3918918918918919,33.0,59.0,0.559322033898305,0.7972972972972973,0.20512820512820512,0.7948717948717948,1.1363636363636365,0.5454545454545454,76.375,0.2702702702702703,1.6578947368421053,9.0,33.0,86.0,0.38372093023255816,2.0,14.0,0.14285714285714285,24.0,30.0,0.8,17.0,27.0,44.0,24.0,14.0,4.0,18.0,25.0,92.0,0.4637096774193548,0.3953488372093023,0.16279069767441862,0.349,35.4,77.1,53.0,72.7,14.4,6.8,15.4,100.0,94.5,103.7,99.2,0.3488372093023256,31.0,72.0,0.4305555555555556,0.8372093023255814,0.3863636363636364,0.6136363636363636,1.3333333333333333,0.7777777777777778,65.0,0.2790697674418605,1.7272727272727273,-9.0,1
11,Memphis Grizzlies,Los Angeles Clippers,201210310,Los Angeles Clippers1,33.0,86.0,0.38372093023255816,2.0,14.0,0.14285714285714285,24.0,30.0,0.8,17.0,27.0,44.0,24.0,14.0,4.0,18.0,25.0,92.0,0.4637096774193548,0.3953488372093023,0.16279069767441862,0.349,35.4,77.1,53.0,72.7,14.4,6.8,15.4,100.0,94.5,103.7,99.2,0.3488372093023256,31.0,72.0,0.4305555555555556,0.8372093023255814,0.3863636363636364,0.6136363636363636,1.3333333333333333,0.7777777777777778,65.0,0.2790697674418605,1.7272727272727273,-9.0,38.0,74.0,0.5135135135135135,5.0,15.0,0.3333333333333333,20.0,29.0,0.6896551724137931,8.0,31.0,39.0,25.0,12.0,9.0,22.0,27.0,101.0,0.5820654679575841,0.5472972972972973,0.20270270270270271,0.392,22.9,64.6,47.0,65.8,12.3,12.5,20.2,100.0,103.7,94.5,86.76,0.3918918918918919,33.0,59.0,0.559322033898305,0.7972972972972973,0.20512820512820512,0.7948717948717948,1.1363636363636365,0.5454545454545454,76.375,0.2702702702702703,1.6578947368421053,9.0,0
12,New Orleans Hornets,San Antonio Spurs,201210310,New Orleans Hornets1,35.0,80.0,0.4375,4.0,17.0,0.2352941176470588,21.0,23.0,0.9130434782608696,9.0,34.0,43.0,26.0,7.0,6.0,13.0,20.0,95.0,0.527075011096316,0.4625,0.2125,0.28800000000000003,21.4,77.3,50.0,74.3,7.5,10.0,12.6,100.0,101.6,105.8,90.12,0.2875,31.0,63.0,0.492063492063492,0.7875,0.20930232558139536,0.7906976744186046,2.0,0.5384615384615384,76.875,0.2625,1.7428571428571429,-4.0,38.0,80.0,0.475,6.0,20.0,0.3,17.0,26.0,0.6538461538461539,10.0,33.0,43.0,22.0,9.0,8.0,15.0,21.0,99.0,0.5413385826771654,0.5125,0.25,0.325,22.7,78.6,50.0,57.9,9.6,12.7,14.1,100.0,105.8,101.6,91.44,0.325,32.0,60.0,0.5333333333333333,0.75,0.2325581395348837,0.7674418604651163,1.4666666666666666,0.6,77.5,0.2125,1.5789473684210529,4.0,1
13,San Antonio Spurs,New Orleans Hornets,201210310,New Orleans Hornets1,38.0,80.0,0.475,6.0,20.0,0.3,17.0,26.0,0.6538461538461539,10.0,33.0,43.0,22.0,9.0,8.0,15.0,21.0,99.0,0.5413385826771654,0.5125,0.25,0.325,22.7,78.6,50.0,57.9,9.6,12.7,14.1,100.0,105.8,101.6,91.44,0.325,32.0,60.0,0.5333333333333333,0.75,0.2325581395348837,0.7674418604651163,1.4666666666666666,0.6,77.5,0.2125,1.5789473684210529,4.0,35.0,80.0,0.4375,4.0,17.0,0.2352941176470588,21.0,23.0,0.9130434782608696,9.0,34.0,43.0,26.0,7.0,6.0,13.0,20.0,95.0,0.527075011096316,0.4625,0.2125,0.28800000000000003,21.4,77.3,50.0,74.3,7.5,10.0,12.6,100.0,101.6,105.8,90.12,0.2875,31.0,63.0,0.492063492063492,0.7875,0.20930232558139536,0.7906976744186046,2.0,0.5384615384615384,76.875,0.2625,1.7428571428571429,-4.0,0
14,Philadelphia 76ers,Denver Nuggets,201210310,Philadelphia 76ers1,30.0,85.0,0.35294117647058826,7.0,25.0,0.28,17.0,21.0,0.8095238095238095,14.0,33.0,47.0,18.0,13.0,11.0,15.0,14.0,84.0,0.4456706281833617,0.3941176470588235,0.29411764705882354,0.247,26.9,67.3,46.5,60.0,14.0,15.7,13.7,100.0,90.4,80.8,94.24,0.24705882352941175,23.0,60.0,0.38333333333333336,0.7058823529411765,0.2978723404255319,0.7021276595744681,1.2,0.8666666666666667,71.125,0.2,1.6,9.0,33.0,88.0,0.375,4.0,18.0,0.2222222222222222,5.0,11.0,0.4545454545454545,16.0,38.0,54.0,19.0,9.0,5.0,20.0,22.0,75.0,0.4039207238259371,0.3977272727272727,0.20454545454545456,0.125,32.7,73.1,53.5,57.6,9.7,8.3,17.7,100.0,80.8,90.4,92.84,0.125,29.0,70.0,0.4142857142857143,0.7954545454545454,0.2962962962962963,0.7037037037037037,0.95,0.45,51.375,0.05681818181818181,1.5757575757575757,-9.0,1
15,Denver Nuggets,Philadelphia 76ers,201210310,Philadelphia 76ers1,33.0,88.0,0.375,4.0,18.0,0.2222222222222222,5.0,11.0,0.4545454545454545,16.0,38.0,54.0,19.0,9.0,5.0,20.0,22.0,75.0,0.4039207238259371,0.3977272727272727,0.20454545454545456,0.125,32.7,73.1,53.5,57.6,9.7,8.3,17.7,100.0,80.8,90.4,92.84,0.125,29.0,70.0,0.4142857142857143,0.7954545454545454,0.2962962962962963,0.7037037037037037,0.95,0.45,51.375,0.05681818181818181,1.5757575757575757,-9.0,30.0,85.0,0.35294117647058826,7.0,25.0,0.28,17.0,21.0,0.8095238095238095,14.0,33.0,47.0,18.0,13.0,11.0,15.0,14.0,84.0,0.4456706281833617,0.3941176470588235,0.29411764705882354,0.247,26.9,67.3,46.5,60.0,14.0,15.7,13.7,100.0,90.4,80.8,94.24,0.24705882352941175,23.0,60.0,0.38333333333333336,0.7058823529411765,0.2978723404255319,0.7021276595744681,1.2,0.8666666666666667,71.125,0.2,1.6,9.0,0
16,Phoenix Suns,Golden State Warriors,201210310,Phoenix Suns1,32.0,80.0,0.4,4.0,21.0,0.19047619047619047,17.0,22.0,0.7727272727272727,11.0,33.0,44.0,16.0,10.0,12.0,18.0,23.0,85.0,0.473907225691347,0.425,0.2625,0.275,25.6,66.0,47.3,50.0,10.7,17.4,16.7,100.0,90.6,92.8,89.68,0.275,28.0,59.0,0.4745762711864407,0.7375,0.25,0.75,0.8888888888888888,0.5555555555555556,61.0,0.2125,1.5,-2.0,33.0,86.0,0.38372093023255816,5.0,17.0,0.29411764705882354,16.0,23.0,0.6956521739130435,17.0,32.0,49.0,19.0,9.0,3.0,18.0,20.0,87.0,0.4525593008739076,0.4127906976744186,0.19767441860465115,0.267,34.0,74.4,52.7,57.6,9.6,5.1,15.8,100.0,92.8,90.6,96.12,0.26744186046511625,28.0,69.0,0.4057971014492754,0.8023255813953488,0.3469387755102041,0.6530612244897959,1.0555555555555556,0.5,57.875,0.18604651162790695,1.5757575757575757,2.0,1
17,Golden State Warriors,Phoenix Suns,201210310,Phoenix Suns1,33.0,86.0,0.38372093023255816,5.0,17.0,0.29411764705882354,16.0,23.0,0.6956521739130435,17.0,32.0,49.0,19.0,9.0,3.0,18.0,20.0,87.0,0.4525593008739076,0.4127906976744186,0.19767441860465115,0.267,34.0,74.4,52.7,57.6,9.6,5.1,15.8,100.0,92.8,90.6,96.12,0.26744186046511625,28.0,69.0,0.4057971014492754,0.8023255813953488,0.3469387755102041,0.6530612244897959,1.0555555555555556,0.5,57.875,0.18604651162790695,1.5757575757575757,2.0,32.0,80.0,0.4,4.0,21.0,0.19047619047619047,17.0,22.0,0.7727272727272727,11.0,33.0,44.0,16.0,10.0,12.0,18.0,23.0,85.0,0.473907225691347,0.425,0.2625,0.275,25.6,66.0,47.3,50.0,10.7,17.4,16.7,100.0,90.6,92.8,89.68,0.275,28.0,59.0,0.4745762711864407,0.7375,0.25,0.75,0.8888888888888888,0.5555555555555556,61.0,0.2125,1.5,-2.0,0
18,Portland Trail Blazers,Los Angeles Lakers,201210310,Portland Trail Blazers1,42.0,83.0,0.5060240963855421,9.0,20.0,0.45,23.0,28.0,0.8214285714285714,10.0,20.0,30.0,19.0,10.0,5.0,12.0,20.0,116.0,0.6084767100293748,0.5602409638554217,0.24096385542168675,0.337,25.0,57.1,40.0,45.2,10.7,9.3,11.2,100.0,123.7,113.1,95.32,0.3373493975903614,33.0,63.0,0.5238095238095238,0.7590361445783133,0.3333333333333333,0.6666666666666666,1.5833333333333333,0.8333333333333334,80.25,0.27710843373493976,1.4523809523809523,10.0,36.0,72.0,0.5,8.0,18.0,0.4444444444444444,26.0,32.0,0.8125,15.0,30.0,45.0,21.0,6.0,2.0,24.0,29.0,106.0,0.6157063197026023,0.5555555555555556,0.25,0.444,42.9,75.0,60.0,58.3,6.4,3.2,21.8,100.0,113.1,123.7,86.08,0.4444444444444444,28.0,54.0,0.5185185185185185,0.75,0.3333333333333333,0.6666666666666666,0.875,0.25,68.0,0.3611111111111111,1.5833333333333333,-10.0,1
19,Los Angeles Lakers,Portland Trail Blazers,201210310,Portland Trail Blazers1,36.0,72.0,0.5,8.0,18.0,0.4444444444444444,26.0,32.0,0.8125,15.0,30.0,45.0,21.0,6.0,2.0,24.0,29.0,106.0,0.6157063197026023,0.5555555555555556,0.25,0.444,42.9,75.0,60.0,58.3,6.4,3.2,21.8,100.0,113.1,123.7,86.08,0.4444444444444444,28.0,54.0,0.5185185185185185,0.75,0.3333333333333333,0.6666666666666666,0.875,0.25,68.0,0.3611111111111111,1.5833333333333333,-10.0,42.0,83.0,0.5060240963855421,9.0,20.0,0.45,23.0,28.0,0.8214285714285714,10.0,20.0,30.0,19.0,10.0,5.0,12.0,20.0,116.0,0.6084767100293748,0.5602409638554217,0.24096385542168675,0.337,25.0,57.1,40.0,45.2,10.7,9.3,11.2,100.0,123.7,113.1,95.32,0.3373493975903614,33.0,63.0,0.5238095238095238,0.7590361445783133,0.3333333333333333,0.6666666666666666,1.5833333333333333,0.8333333333333334,80.25,0.27710843373493976,1.4523809523809523,10.0,0
20,Toronto Raptors,Indiana Pacers,201210310,Toronto Raptors1,33.0,91.0,0.3626373626373626,6.0,17.0,0.35294117647058826,16.0,19.0,0.8421052631578947,15.0,27.0,42.0,18.0,12.0,8.0,10.0,18.0,88.0,0.4428341384863124,0.3956043956043956,0.1868131868131868,0.209,28.8,75.0,47.7,54.5,13.2,11.9,9.1,100.0,96.6,98.8,99.36,0.2087912087912088,27.0,74.0,0.3648648648648649,0.8131868131868132,0.35714285714285715,0.6428571428571429,1.8,1.2,66.875,0.17582417582417584,1.5454545454545454,-2.0,37.0,78.0,0.4743589743589744,5.0,11.0,0.4545454545454545,11.0,16.0,0.6875,9.0,37.0,46.0,22.0,3.0,10.0,18.0,16.0,90.0,0.5291627469426152,0.5064102564102564,0.14102564102564102,0.205,25.0,71.2,52.3,59.5,3.3,13.5,17.5,100.0,98.8,96.6,85.04,0.20512820512820512,32.0,67.0,0.4776119402985074,0.8589743589743589,0.1956521739130435,0.8043478260869565,1.2222222222222223,0.16666666666666666,71.25,0.14102564102564102,1.5945945945945943,2.0,1
21,Indiana Pacers,Toronto Raptors,201210310,Toronto Raptors1,37.0,78.0,0.4743589743589744,5.0,11.0,0.4545454545454545,11.0,16.0,0.6875,9.0,37.0,46.0,22.0,3.0,10.0,18.0,16.0,90.0,0.5291627469426152,0.5064102564102564,0.14102564102564102,0.205,25.0,71.2,52.3,59.5,3.3,13.5,17.5,100.0,98.8,96.6,85.04,0.20512820512820512,32.0,67.0,0.4776119402985074,0.8589743589743589,0.1956521739130435,0.8043478260869565,1.2222222222222223,0.16666666666666666,71.25,0.14102564102564102,1.5945945945945943,2.0,33.0,91.0,0.3626373626373626,6.0,17.0,0.35294117647058826,16.0,19.0,0.8421052631578947,15.0,27.0,42.0,18.0,12.0,8.0,10.0,18.0,88.0,0.4428341384863124,0.3956043956043956,0.1868131868131868,0.209,28.8,75.0,47.7,54.5,13.2,11.9,9.1,100.0,96.6,98.8,99.36,0.2087912087912088,27.0,74.0,0.3648648648648649,0.8131868131868132,0.35714285714285715,0.6428571428571429,1.8,1.2,66.875,0.17582417582417584,1.5454545454545454,-2.0,0
22,Utah Jazz,Dallas Mavericks,201210310,Utah Jazz1,38.0,89.0,0.42696629213483145,6.0,14.0,0.42857142857142855,31.0,42.0,0.7380952380952381,20.0,41.0,61.0,24.0,10.0,8.0,14.0,25.0,113.0,0.5256791961295124,0.4606741573033708,0.15730337078651685,0.47200000000000003,38.5,83.7,60.4,63.2,10.0,12.7,11.5,100.0,112.5,93.6,107.48,0.4719101123595506,32.0,75.0,0.4266666666666667,0.8426966292134831,0.3278688524590164,0.6721311475409836,1.7142857142857142,0.7142857142857143,96.75,0.34831460674157305,1.631578947368421,19.0,32.0,85.0,0.3764705882352941,11.0,22.0,0.5,19.0,26.0,0.7307692307692307,8.0,32.0,40.0,20.0,8.0,5.0,16.0,32.0,94.0,0.4873496474491912,0.4411764705882353,0.25882352941176473,0.306,16.3,61.5,39.6,62.5,8.0,6.7,14.2,100.0,93.6,112.5,96.44,0.3058823529411765,21.0,63.0,0.3333333333333333,0.7411764705882353,0.2,0.8,1.25,0.5,53.5,0.2235294117647059,1.625,-19.0,1
23,Dallas Mavericks,Utah Jazz,201210310,Utah Jazz1,32.0,85.0,0.3764705882352941,11.0,22.0,0.5,19.0,26.0,0.7307692307692307,8.0,32.0,40.0,20.0,8.0,5.0,16.0,32.0,94.0,0.4873496474491912,0.4411764705882353,0.25882352941176473,0.306,16.3,61.5,39.6,62.5,8.0,6.7,14.2,100.0,93.6,112.5,96.44,0.3058823529411765,21.0,63.0,0.3333333333333333,0.7411764705882353,0.2,0.8,1.25,0.5,53.5,0.2235294117647059,1.625,-19.0,38.0,89.0,0.42696629213483145,6.0,14.0,0.42857142857142855,31.0,42.0,0.7380952380952381,20.0,41.0,61.0,24.0,10.0,8.0,14.0,25.0,113.0,0.5256791961295124,0.4606741573033708,0.15730337078651685,0.47200000000000003,38.5,83.7,60.4,63.2,10.0,12.7,11.5,100.0,112.5,93.6,107.48,0.4719101123595506,32.0,75.0,0.4266666666666667,0.8426966292134831,0.3278688524590164,0.6721311475409836,1.7142857142857142,0.7142857142857143,96.75,0.34831460674157305,1.631578947368421,19.0,0
