,team,opponent,date,index,team_FG,team_FGA,team_FG%,team_3P,team_3PA,team_3P%,team_FT,team_FTA,team_FT%,team_ORB,team_DRB,team_TRB,team_AST,team_STL,team_BLK,team_TOV,team_PF,team_PTS,team_TS%,team_eFG%,team_3PAr,team_FTr,team_ORB%,team_DRB%,team_TRB%,team_AST%,team_STL%,team_BLK%,team_TOV%,team_USG%,team_ORtg,team_DRtg,team_TSA,team_FTAr,team_2P,team_2PA,team_2P%,team_2PAr,team_ORBr,team_DRBr,team_AST/TOV,team_STL/TOV,team_FIC,team_FT/FGA,team_HOB,team_+/-,opponent_FG,opponent_FGA,opponent_FG%,opponent_3P,opponent_3PA,opponent_3P%,opponent_FT,opponent_FTA,opponent_FT%,opponent_ORB,opponent_DRB,opponent_TRB,opponent_AST,opponent_STL,opponent_BLK,opponent_TOV,opponent_PF,opponent_PTS,opponent_TS%,opponent_eFG%,opponent_3PAr,opponent_FTr,opponent_ORB%,opponent_DRB%,opponent_TRB%,opponent_AST%,opponent_STL%,opponent_BLK%,opponent_TOV%,opponent_USG%,opponent_ORtg,opponent_DRtg,opponent_TSA,opponent_FTAr,opponent_2P,opponent_2PA,opponent_2P%,opponent_2PAr,opponent_ORBr,opponent_DRBr,opponent_AST/TOV,opponent_STL/TOV,opponent_FIC,opponent_FT/FGA,opponent_HOB,opponent_+/-,home
790,Houston Rockets,Atlanta Hawks,201412200,Houston Rockets26,34.0,86.0,0.3953488372093023,15.0,43.0,0.3488372093023256,14.0,18.0,0.7777777777777778,15.0,28.0,43.0,27.0,8.0,4.0,16.0,25.0,97.0,0.516396933560477,0.4825581395348838,0.5,0.209,31.3,87.5,53.8,79.4,8.6,8.3,14.6,100.0,104.5,112.1,93.92,0.20930232558139536,19.0,43.0,0.4418604651162791,0.5,0.3488372093023256,0.6511627906976745,1.6875,0.5,72.25,0.16279069767441862,1.7941176470588236,-7.0,38.0,74.0,0.5135135135135135,10.0,26.0,0.38461538461538464,18.0,24.0,0.75,4.0,33.0,37.0,26.0,7.0,9.0,15.0,15.0,104.0,0.6149479659413434,0.581081081081081,0.35135135135135137,0.324,12.5,68.8,46.3,68.4,7.5,20.9,15.1,100.0,112.1,104.5,84.56,0.32432432432432434,28.0,48.0,0.5833333333333334,0.6486486486486487,0.10810810810810813,0.8918918918918919,1.7333333333333334,0.4666666666666667,87.75,0.2432432432432433,1.6842105263157894,7.0,1
791,Atlanta Hawks,Houston Rockets,201412200,Houston Rockets26,38.0,74.0,0.5135135135135135,10.0,26.0,0.38461538461538464,18.0,24.0,0.75,4.0,33.0,37.0,26.0,7.0,9.0,15.0,15.0,104.0,0.6149479659413434,0.581081081081081,0.35135135135135137,0.324,12.5,68.8,46.3,68.4,7.5,20.9,15.1,100.0,112.1,104.5,84.56,0.32432432432432434,28.0,48.0,0.5833333333333334,0.6486486486486487,0.10810810810810813,0.8918918918918919,1.7333333333333334,0.4666666666666667,87.75,0.2432432432432433,1.6842105263157894,7.0,34.0,86.0,0.3953488372093023,15.0,43.0,0.3488372093023256,14.0,18.0,0.7777777777777778,15.0,28.0,43.0,27.0,8.0,4.0,16.0,25.0,97.0,0.516396933560477,0.4825581395348838,0.5,0.209,31.3,87.5,53.8,79.4,8.6,8.3,14.6,100.0,104.5,112.1,93.92,0.20930232558139536,19.0,43.0,0.4418604651162791,0.5,0.3488372093023256,0.6511627906976745,1.6875,0.5,72.25,0.16279069767441862,1.7941176470588236,-7.0,0
792,Los Angeles Clippers,Milwaukee Bucks,201412200,Los Angeles Clippers27,37.0,81.0,0.4567901234567901,12.0,26.0,0.4615384615384616,20.0,27.0,0.7407407407407407,11.0,30.0,41.0,29.0,10.0,4.0,12.0,18.0,106.0,0.5706287683031871,0.5308641975308642,0.32098765432098764,0.33299999999999996,23.4,75.0,47.1,78.4,10.7,7.0,11.4,100.0,113.0,108.7,92.88,0.3333333333333333,25.0,55.0,0.4545454545454545,0.6790123456790124,0.2682926829268293,0.7317073170731707,2.4166666666666665,0.8333333333333334,90.625,0.2469135802469136,1.7837837837837838,4.0,43.0,81.0,0.5308641975308642,8.0,24.0,0.3333333333333333,8.0,15.0,0.5333333333333333,10.0,36.0,46.0,29.0,6.0,1.0,18.0,26.0,102.0,0.5821917808219178,0.5802469135802469,0.2962962962962963,0.185,25.0,76.6,52.9,67.4,6.4,1.8,17.0,100.0,108.7,113.0,87.6,0.1851851851851852,35.0,57.0,0.6140350877192983,0.7037037037037037,0.21739130434782608,0.7826086956521741,1.6111111111111112,0.3333333333333333,77.625,0.09876543209876544,1.6744186046511629,-4.0,1
793,Milwaukee Bucks,Los Angeles Clippers,201412200,Los Angeles Clippers27,43.0,81.0,0.5308641975308642,8.0,24.0,0.3333333333333333,8.0,15.0,0.5333333333333333,10.0,36.0,46.0,29.0,6.0,1.0,18.0,26.0,102.0,0.5821917808219178,0.5802469135802469,0.2962962962962963,0.185,25.0,76.6,52.9,67.4,6.4,1.8,17.0,100.0,108.7,113.0,87.6,0.1851851851851852,35.0,57.0,0.6140350877192983,0.7037037037037037,0.21739130434782608,0.7826086956521741,1.6111111111111112,0.3333333333333333,77.625,0.09876543209876544,1.6744186046511629,-4.0,37.0,81.0,0.4567901234567901,12.0,26.0,0.4615384615384616,20.0,27.0,0.7407407407407407,11.0,30.0,41.0,29.0,10.0,4.0,12.0,18.0,106.0,0.5706287683031871,0.5308641975308642,0.32098765432098764,0.33299999999999996,23.4,75.0,47.1,78.4,10.7,7.0,11.4,100.0,113.0,108.7,92.88,0.3333333333333333,25.0,55.0,0.4545454545454545,0.6790123456790124,0.2682926829268293,0.7317073170731707,2.4166666666666665,0.8333333333333334,90.625,0.2469135802469136,1.7837837837837838,4.0,0
794,New Orleans Pelicans,Portland Trail Blazers,201412200,New Orleans Pelicans26,30.0,85.0,0.35294117647058826,3.0,15.0,0.2,25.0,28.0,0.8928571428571429,20.0,28.0,48.0,15.0,7.0,6.0,16.0,11.0,88.0,0.4521167283189478,0.3705882352941177,0.17647058823529413,0.32899999999999996,36.4,73.7,51.6,50.0,7.4,9.2,14.1,100.0,93.6,121.3,97.32,0.32941176470588235,27.0,70.0,0.3857142857142857,0.8235294117647058,0.4166666666666667,0.5833333333333334,0.9375,0.4375,61.25,0.29411764705882354,1.5,-26.0,48.0,90.0,0.5333333333333333,9.0,25.0,0.36,9.0,15.0,0.6,10.0,35.0,45.0,25.0,11.0,3.0,13.0,25.0,114.0,0.5900621118012422,0.5833333333333334,0.2777777777777778,0.16699999999999998,26.3,63.6,48.4,52.1,11.7,4.3,11.9,100.0,121.3,93.6,96.6,0.16666666666666666,39.0,65.0,0.6,0.7222222222222222,0.2222222222222222,0.7777777777777778,1.9230769230769231,0.8461538461538461,90.625,0.1,1.5208333333333333,26.0,1
795,Portland Trail Blazers,New Orleans Pelicans,201412200,New Orleans Pelicans26,48.0,90.0,0.5333333333333333,9.0,25.0,0.36,9.0,15.0,0.6,10.0,35.0,45.0,25.0,11.0,3.0,13.0,25.0,114.0,0.5900621118012422,0.5833333333333334,0.2777777777777778,0.16699999999999998,26.3,63.6,48.4,52.1,11.7,4.3,11.9,100.0,121.3,93.6,96.6,0.16666666666666666,39.0,65.0,0.6,0.7222222222222222,0.2222222222222222,0.7777777777777778,1.9230769230769231,0.8461538461538461,90.625,0.1,1.5208333333333333,26.0,30.0,85.0,0.35294117647058826,3.0,15.0,0.2,25.0,28.0,0.8928571428571429,20.0,28.0,48.0,15.0,7.0,6.0,16.0,11.0,88.0,0.4521167283189478,0.3705882352941177,0.17647058823529413,0.32899999999999996,36.4,73.7,51.6,50.0,7.4,9.2,14.1,100.0,93.6,121.3,97.32,0.32941176470588235,27.0,70.0,0.3857142857142857,0.8235294117647058,0.4166666666666667,0.5833333333333334,0.9375,0.4375,61.25,0.29411764705882354,1.5,-26.0,0
796,New York Knicks,Phoenix Suns,201412200,New York Knicks29,35.0,88.0,0.3977272727272727,7.0,22.0,0.3181818181818182,13.0,16.0,0.8125,17.0,28.0,45.0,17.0,11.0,4.0,14.0,21.0,90.0,0.4734848484848485,0.4375,0.25,0.182,35.4,70.0,51.1,48.6,12.5,7.5,12.8,100.0,102.4,112.7,95.04,0.18181818181818185,28.0,66.0,0.42424242424242425,0.75,0.37777777777777777,0.6222222222222222,1.2142857142857142,0.7857142857142857,63.5,0.14772727272727273,1.4857142857142858,-9.0,35.0,78.0,0.4487179487179487,10.0,25.0,0.4,19.0,23.0,0.8260869565217391,12.0,31.0,43.0,15.0,10.0,3.0,14.0,12.0,99.0,0.5617339990921469,0.5128205128205128,0.3205128205128205,0.295,30.0,64.6,48.9,42.9,11.4,4.5,13.7,100.0,112.7,102.4,88.12,0.2948717948717949,25.0,53.0,0.4716981132075472,0.6794871794871795,0.2790697674418605,0.7209302325581395,1.0714285714285714,0.7142857142857143,75.125,0.2435897435897436,1.4285714285714286,9.0,1
797,Phoenix Suns,New York Knicks,201412200,New York Knicks29,35.0,78.0,0.4487179487179487,10.0,25.0,0.4,19.0,23.0,0.8260869565217391,12.0,31.0,43.0,15.0,10.0,3.0,14.0,12.0,99.0,0.5617339990921469,0.5128205128205128,0.3205128205128205,0.295,30.0,64.6,48.9,42.9,11.4,4.5,13.7,100.0,112.7,102.4,88.12,0.2948717948717949,25.0,53.0,0.4716981132075472,0.6794871794871795,0.2790697674418605,0.7209302325581395,1.0714285714285714,0.7142857142857143,75.125,0.2435897435897436,1.4285714285714286,9.0,35.0,88.0,0.3977272727272727,7.0,22.0,0.3181818181818182,13.0,16.0,0.8125,17.0,28.0,45.0,17.0,11.0,4.0,14.0,21.0,90.0,0.4734848484848485,0.4375,0.25,0.182,35.4,70.0,51.1,48.6,12.5,7.5,12.8,100.0,102.4,112.7,95.04,0.18181818181818185,28.0,66.0,0.42424242424242425,0.75,0.37777777777777777,0.6222222222222222,1.2142857142857142,0.7857142857142857,63.5,0.14772727272727273,1.4857142857142858,-9.0,0
798,Brooklyn Nets,Detroit Pistons,201412210,Brooklyn Nets26,40.0,76.0,0.5263157894736842,8.0,20.0,0.4,22.0,29.0,0.7586206896551724,3.0,34.0,37.0,29.0,9.0,4.0,15.0,18.0,110.0,0.6196484903109508,0.5789473684210527,0.2631578947368421,0.382,8.6,65.4,42.5,72.5,9.2,6.3,14.5,100.0,112.9,107.8,88.76,0.3815789473684211,32.0,56.0,0.5714285714285714,0.7368421052631579,0.08108108108108109,0.9189189189189191,1.9333333333333331,0.6,88.625,0.2894736842105263,1.725,5.0,40.0,91.0,0.4395604395604396,9.0,27.0,0.3333333333333333,16.0,26.0,0.6153846153846154,18.0,32.0,50.0,26.0,10.0,6.0,13.0,22.0,105.0,0.5124951190941038,0.489010989010989,0.2967032967032967,0.28600000000000003,34.6,91.4,57.5,65.0,10.3,10.7,11.3,100.0,107.8,112.9,102.44,0.2857142857142857,31.0,64.0,0.484375,0.7032967032967034,0.36,0.64,2.0,0.7692307692307693,87.0,0.17582417582417584,1.65,-5.0,1
799,Detroit Pistons,Brooklyn Nets,201412210,Brooklyn Nets26,40.0,91.0,0.4395604395604396,9.0,27.0,0.3333333333333333,16.0,26.0,0.6153846153846154,18.0,32.0,50.0,26.0,10.0,6.0,13.0,22.0,105.0,0.5124951190941038,0.489010989010989,0.2967032967032967,0.28600000000000003,34.6,91.4,57.5,65.0,10.3,10.7,11.3,100.0,107.8,112.9,102.44,0.2857142857142857,31.0,64.0,0.484375,0.7032967032967034,0.36,0.64,2.0,0.7692307692307693,87.0,0.17582417582417584,1.65,-5.0,40.0,76.0,0.5263157894736842,8.0,20.0,0.4,22.0,29.0,0.7586206896551724,3.0,34.0,37.0,29.0,9.0,4.0,15.0,18.0,110.0,0.6196484903109508,0.5789473684210527,0.2631578947368421,0.382,8.6,65.4,42.5,72.5,9.2,6.3,14.5,100.0,112.9,107.8,88.76,0.3815789473684211,32.0,56.0,0.5714285714285714,0.7368421052631579,0.08108108108108109,0.9189189189189191,1.9333333333333331,0.6,88.625,0.2894736842105263,1.725,5.0,0
800,Cleveland Cavaliers,Memphis Grizzlies,201412210,Cleveland Cavaliers26,46.0,76.0,0.6052631578947368,7.0,14.0,0.5,6.0,10.0,0.6,4.0,29.0,33.0,34.0,2.0,4.0,14.0,19.0,105.0,0.6529850746268656,0.6513157894736842,0.18421052631578946,0.132,13.3,70.7,46.5,73.9,2.3,5.7,14.8,100.0,119.3,103.4,80.4,0.13157894736842105,39.0,62.0,0.6290322580645161,0.8157894736842105,0.12121212121212123,0.8787878787878788,2.4285714285714284,0.14285714285714285,86.5,0.07894736842105263,1.7391304347826086,14.0,39.0,86.0,0.4534883720930232,1.0,16.0,0.0625,12.0,15.0,0.8,12.0,26.0,38.0,25.0,8.0,3.0,9.0,16.0,91.0,0.4913606911447084,0.4593023255813953,0.18604651162790695,0.174,29.3,86.7,53.5,64.1,9.1,4.8,8.9,100.0,103.4,119.3,92.6,0.1744186046511628,38.0,70.0,0.5428571428571428,0.813953488372093,0.3157894736842105,0.6842105263157895,2.7777777777777777,0.8888888888888888,71.375,0.13953488372093026,1.641025641025641,-14.0,1
801,Memphis Grizzlies,Cleveland Cavaliers,201412210,Cleveland Cavaliers26,39.0,86.0,0.4534883720930232,1.0,16.0,0.0625,12.0,15.0,0.8,12.0,26.0,38.0,25.0,8.0,3.0,9.0,16.0,91.0,0.4913606911447084,0.4593023255813953,0.18604651162790695,0.174,29.3,86.7,53.5,64.1,9.1,4.8,8.9,100.0,103.4,119.3,92.6,0.1744186046511628,38.0,70.0,0.5428571428571428,0.813953488372093,0.3157894736842105,0.6842105263157895,2.7777777777777777,0.8888888888888888,71.375,0.13953488372093026,1.641025641025641,-14.0,46.0,76.0,0.6052631578947368,7.0,14.0,0.5,6.0,10.0,0.6,4.0,29.0,33.0,34.0,2.0,4.0,14.0,19.0,105.0,0.6529850746268656,0.6513157894736842,0.18421052631578946,0.132,13.3,70.7,46.5,73.9,2.3,5.7,14.8,100.0,119.3,103.4,80.4,0.13157894736842105,39.0,62.0,0.6290322580645161,0.8157894736842105,0.12121212121212123,0.8787878787878788,2.4285714285714284,0.14285714285714285,86.5,0.07894736842105263,1.7391304347826086,14.0,0
802,Miami Heat,Boston Celtics,201412210,Miami Heat28,37.0,78.0,0.4743589743589744,6.0,21.0,0.2857142857142857,20.0,26.0,0.7692307692307693,6.0,32.0,38.0,18.0,9.0,3.0,8.0,14.0,100.0,0.5590339892665475,0.5128205128205128,0.2692307692307692,0.33299999999999996,17.6,69.6,47.5,48.6,10.2,5.0,8.2,100.0,113.4,95.3,89.44,0.3333333333333333,31.0,57.0,0.543859649122807,0.7307692307692307,0.15789473684210525,0.8421052631578947,2.25,1.125,76.75,0.2564102564102564,1.4864864864864864,16.0,33.0,83.0,0.3975903614457832,6.0,23.0,0.2608695652173913,12.0,15.0,0.8,14.0,28.0,42.0,22.0,6.0,4.0,15.0,18.0,84.0,0.4687500000000001,0.43373493975903615,0.27710843373493976,0.18100000000000002,30.4,82.4,52.5,66.7,6.8,7.0,14.3,100.0,95.3,113.4,89.6,0.18072289156626506,27.0,60.0,0.45,0.7228915662650602,0.3333333333333333,0.6666666666666666,1.4666666666666666,0.4,59.125,0.14457831325301204,1.6666666666666667,-16.0,1
803,Boston Celtics,Miami Heat,201412210,Miami Heat28,33.0,83.0,0.3975903614457832,6.0,23.0,0.2608695652173913,12.0,15.0,0.8,14.0,28.0,42.0,22.0,6.0,4.0,15.0,18.0,84.0,0.4687500000000001,0.43373493975903615,0.27710843373493976,0.18100000000000002,30.4,82.4,52.5,66.7,6.8,7.0,14.3,100.0,95.3,113.4,89.6,0.18072289156626506,27.0,60.0,0.45,0.7228915662650602,0.3333333333333333,0.6666666666666666,1.4666666666666666,0.4,59.125,0.14457831325301204,1.6666666666666667,-16.0,37.0,78.0,0.4743589743589744,6.0,21.0,0.2857142857142857,20.0,26.0,0.7692307692307693,6.0,32.0,38.0,18.0,9.0,3.0,8.0,14.0,100.0,0.5590339892665475,0.5128205128205128,0.2692307692307692,0.33299999999999996,17.6,69.6,47.5,48.6,10.2,5.0,8.2,100.0,113.4,95.3,89.44,0.3333333333333333,31.0,57.0,0.543859649122807,0.7307692307692307,0.15789473684210525,0.8421052631578947,2.25,1.125,76.75,0.2564102564102564,1.4864864864864864,16.0,0
804,Minnesota Timberwolves,Indiana Pacers,201412210,Minnesota Timberwolves26,36.0,77.0,0.4675324675324675,5.0,11.0,0.4545454545454545,19.0,24.0,0.7916666666666666,9.0,34.0,43.0,23.0,8.0,1.0,16.0,19.0,96.0,0.5481955230698949,0.5,0.14285714285714285,0.312,24.3,81.0,54.4,63.9,8.6,1.5,15.4,100.0,103.2,107.5,87.56,0.3116883116883117,31.0,66.0,0.4696969696969697,0.8571428571428571,0.20930232558139536,0.7906976744186046,1.4375,0.5,70.25,0.24675324675324675,1.6388888888888888,-4.0,42.0,84.0,0.5,6.0,19.0,0.3157894736842105,10.0,14.0,0.7142857142857143,8.0,28.0,36.0,25.0,9.0,6.0,13.0,17.0,100.0,0.554569653948536,0.5357142857142857,0.2261904761904762,0.16699999999999998,19.0,75.7,45.6,59.5,9.7,9.1,12.6,100.0,107.5,103.2,90.16,0.16666666666666666,36.0,65.0,0.5538461538461539,0.7738095238095238,0.2222222222222222,0.7777777777777778,1.9230769230769231,0.6923076923076923,79.25,0.11904761904761905,1.5952380952380951,4.0,1
805,Indiana Pacers,Minnesota Timberwolves,201412210,Minnesota Timberwolves26,42.0,84.0,0.5,6.0,19.0,0.3157894736842105,10.0,14.0,0.7142857142857143,8.0,28.0,36.0,25.0,9.0,6.0,13.0,17.0,100.0,0.554569653948536,0.5357142857142857,0.2261904761904762,0.16699999999999998,19.0,75.7,45.6,59.5,9.7,9.1,12.6,100.0,107.5,103.2,90.16,0.16666666666666666,36.0,65.0,0.5538461538461539,0.7738095238095238,0.2222222222222222,0.7777777777777778,1.9230769230769231,0.6923076923076923,79.25,0.11904761904761905,1.5952380952380951,4.0,36.0,77.0,0.4675324675324675,5.0,11.0,0.4545454545454545,19.0,24.0,0.7916666666666666,9.0,34.0,43.0,23.0,8.0,1.0,16.0,19.0,96.0,0.5481955230698949,0.5,0.14285714285714285,0.312,24.3,81.0,54.4,63.9,8.6,1.5,15.4,100.0,103.2,107.5,87.56,0.3116883116883117,31.0,66.0,0.4696969696969697,0.8571428571428571,0.20930232558139536,0.7906976744186046,1.4375,0.5,70.25,0.24675324675324675,1.6388888888888888,-4.0,0
806,Oklahoma City Thunder,New Orleans Pelicans,201412210,Oklahoma City Thunder28,38.0,83.0,0.4578313253012048,5.0,20.0,0.25,18.0,24.0,0.75,16.0,31.0,47.0,17.0,7.0,5.0,16.0,13.0,99.0,0.5290722530996153,0.4879518072289157,0.24096385542168675,0.289,35.6,75.6,54.7,44.7,7.7,7.1,14.6,100.0,108.7,110.9,93.56,0.2891566265060241,33.0,63.0,0.5238095238095238,0.7590361445783133,0.3404255319148936,0.6595744680851063,1.0625,0.4375,73.5,0.21686746987951808,1.4473684210526316,-2.0,43.0,90.0,0.4777777777777778,7.0,20.0,0.35,8.0,10.0,0.8,10.0,29.0,39.0,33.0,11.0,7.0,9.0,17.0,101.0,0.5349576271186439,0.5166666666666667,0.2222222222222222,0.111,24.4,64.4,45.3,76.7,12.1,11.1,8.7,100.0,110.9,108.7,94.4,0.1111111111111111,36.0,70.0,0.5142857142857142,0.7777777777777778,0.2564102564102564,0.7435897435897436,3.6666666666666665,1.2222222222222223,95.0,0.08888888888888889,1.7674418604651163,2.0,1
807,New Orleans Pelicans,Oklahoma City Thunder,201412210,Oklahoma City Thunder28,43.0,90.0,0.4777777777777778,7.0,20.0,0.35,8.0,10.0,0.8,10.0,29.0,39.0,33.0,11.0,7.0,9.0,17.0,101.0,0.5349576271186439,0.5166666666666667,0.2222222222222222,0.111,24.4,64.4,45.3,76.7,12.1,11.1,8.7,100.0,110.9,108.7,94.4,0.1111111111111111,36.0,70.0,0.5142857142857142,0.7777777777777778,0.2564102564102564,0.7435897435897436,3.6666666666666665,1.2222222222222223,95.0,0.08888888888888889,1.7674418604651163,2.0,38.0,83.0,0.4578313253012048,5.0,20.0,0.25,18.0,24.0,0.75,16.0,31.0,47.0,17.0,7.0,5.0,16.0,13.0,99.0,0.5290722530996153,0.4879518072289157,0.24096385542168675,0.289,35.6,75.6,54.7,44.7,7.7,7.1,14.6,100.0,108.7,110.9,93.56,0.2891566265060241,33.0,63.0,0.5238095238095238,0.7590361445783133,0.3404255319148936,0.6595744680851063,1.0625,0.4375,73.5,0.21686746987951808,1.4473684210526316,-2.0,0
808,Orlando Magic,Philadelphia 76ers,201412210,Orlando Magic30,35.0,84.0,0.4166666666666667,7.0,23.0,0.3043478260869565,11.0,20.0,0.55,13.0,30.0,43.0,21.0,11.0,6.0,14.0,22.0,88.0,0.4741379310344828,0.4583333333333333,0.27380952380952384,0.23800000000000002,26.0,66.7,45.3,60.0,11.8,10.2,13.1,100.0,94.3,102.9,92.8,0.2380952380952381,28.0,61.0,0.459016393442623,0.7261904761904762,0.3023255813953488,0.6976744186046512,1.5,0.7857142857142857,66.0,0.13095238095238096,1.6,-8.0,35.0,82.0,0.4268292682926829,6.0,23.0,0.2608695652173913,20.0,25.0,0.8,15.0,37.0,52.0,20.0,8.0,6.0,19.0,19.0,96.0,0.5161290322580645,0.4634146341463415,0.2804878048780488,0.305,33.3,74.0,54.7,57.1,8.6,9.8,17.0,100.0,102.9,94.3,93.0,0.3048780487804878,29.0,59.0,0.4915254237288136,0.7195121951219512,0.28846153846153844,0.7115384615384616,1.0526315789473684,0.42105263157894735,73.375,0.24390243902439024,1.5714285714285714,8.0,1
809,Philadelphia 76ers,Orlando Magic,201412210,Orlando Magic30,35.0,82.0,0.4268292682926829,6.0,23.0,0.2608695652173913,20.0,25.0,0.8,15.0,37.0,52.0,20.0,8.0,6.0,19.0,19.0,96.0,0.5161290322580645,0.4634146341463415,0.2804878048780488,0.305,33.3,74.0,54.7,57.1,8.6,9.8,17.0,100.0,102.9,94.3,93.0,0.3048780487804878,29.0,59.0,0.4915254237288136,0.7195121951219512,0.28846153846153844,0.7115384615384616,1.0526315789473684,0.42105263157894735,73.375,0.24390243902439024,1.5714285714285714,8.0,35.0,84.0,0.4166666666666667,7.0,23.0,0.3043478260869565,11.0,20.0,0.55,13.0,30.0,43.0,21.0,11.0,6.0,14.0,22.0,88.0,0.4741379310344828,0.4583333333333333,0.27380952380952384,0.23800000000000002,26.0,66.7,45.3,60.0,11.8,10.2,13.1,100.0,94.3,102.9,92.8,0.2380952380952381,28.0,61.0,0.459016393442623,0.7261904761904762,0.3023255813953488,0.6976744186046512,1.5,0.7857142857142857,66.0,0.13095238095238096,1.6,-8.0,0
810,Sacramento Kings,Los Angeles Lakers,201412210,Sacramento Kings27,38.0,79.0,0.4810126582278481,7.0,23.0,0.3043478260869565,25.0,36.0,0.6944444444444444,10.0,34.0,44.0,15.0,8.0,7.0,14.0,25.0,108.0,0.5693800084352594,0.5253164556962026,0.2911392405063291,0.456,25.6,65.4,48.4,39.5,8.4,11.5,12.9,100.0,113.0,105.7,94.84,0.4556962025316456,31.0,56.0,0.5535714285714286,0.7088607594936709,0.2272727272727273,0.7727272727272727,1.0714285714285714,0.5714285714285714,74.25,0.3164556962025317,1.3947368421052628,7.0,33.0,87.0,0.3793103448275862,10.0,26.0,0.38461538461538464,25.0,30.0,0.8333333333333334,18.0,29.0,47.0,14.0,8.0,2.0,16.0,29.0,101.0,0.5039920159680639,0.4367816091954023,0.2988505747126437,0.345,34.6,74.4,51.6,42.4,8.4,3.6,13.8,100.0,105.7,113.0,100.2,0.3448275862068966,23.0,61.0,0.3770491803278688,0.7011494252873564,0.3829787234042553,0.6170212765957447,0.875,0.5,57.75,0.28735632183908044,1.4242424242424243,-7.0,1
811,Los Angeles Lakers,Sacramento Kings,201412210,Sacramento Kings27,33.0,87.0,0.3793103448275862,10.0,26.0,0.38461538461538464,25.0,30.0,0.8333333333333334,18.0,29.0,47.0,14.0,8.0,2.0,16.0,29.0,101.0,0.5039920159680639,0.4367816091954023,0.2988505747126437,0.345,34.6,74.4,51.6,42.4,8.4,3.6,13.8,100.0,105.7,113.0,100.2,0.3448275862068966,23.0,61.0,0.3770491803278688,0.7011494252873564,0.3829787234042553,0.6170212765957447,0.875,0.5,57.75,0.28735632183908044,1.4242424242424243,-7.0,38.0,79.0,0.4810126582278481,7.0,23.0,0.3043478260869565,25.0,36.0,0.6944444444444444,10.0,34.0,44.0,15.0,8.0,7.0,14.0,25.0,108.0,0.5693800084352594,0.5253164556962026,0.2911392405063291,0.456,25.6,65.4,48.4,39.5,8.4,11.5,12.9,100.0,113.0,105.7,94.84,0.4556962025316456,31.0,56.0,0.5535714285714286,0.7088607594936709,0.2272727272727273,0.7727272727272727,1.0714285714285714,0.5714285714285714,74.25,0.3164556962025317,1.3947368421052628,7.0,0
812,Toronto Raptors,New York Knicks,201412210,Toronto Raptors28,42.0,86.0,0.4883720930232558,14.0,33.0,0.42424242424242425,20.0,27.0,0.7407407407407407,16.0,27.0,43.0,24.0,7.0,4.0,10.0,24.0,118.0,0.6027789129546384,0.5697674418604651,0.38372093023255816,0.314,40.0,77.1,57.3,57.1,7.7,5.9,9.3,100.0,130.3,119.3,97.88,0.313953488372093,28.0,53.0,0.5283018867924528,0.6162790697674418,0.372093023255814,0.627906976744186,2.4,0.7,92.625,0.2325581395348837,1.5714285714285714,10.0,40.0,82.0,0.4878048780487805,5.0,14.0,0.35714285714285715,23.0,26.0,0.8846153846153846,8.0,24.0,32.0,27.0,6.0,5.0,11.0,22.0,108.0,0.5779109589041096,0.5182926829268293,0.17073170731707318,0.317,22.9,60.0,42.7,67.5,6.6,9.4,10.5,100.0,119.3,130.3,93.44,0.3170731707317073,35.0,68.0,0.5147058823529411,0.8292682926829268,0.25,0.75,2.4545454545454546,0.5454545454545454,78.75,0.2804878048780488,1.675,-10.0,1
813,New York Knicks,Toronto Raptors,201412210,Toronto Raptors28,40.0,82.0,0.4878048780487805,5.0,14.0,0.35714285714285715,23.0,26.0,0.8846153846153846,8.0,24.0,32.0,27.0,6.0,5.0,11.0,22.0,108.0,0.5779109589041096,0.5182926829268293,0.17073170731707318,0.317,22.9,60.0,42.7,67.5,6.6,9.4,10.5,100.0,119.3,130.3,93.44,0.3170731707317073,35.0,68.0,0.5147058823529411,0.8292682926829268,0.25,0.75,2.4545454545454546,0.5454545454545454,78.75,0.2804878048780488,1.675,-10.0,42.0,86.0,0.4883720930232558,14.0,33.0,0.42424242424242425,20.0,27.0,0.7407407407407407,16.0,27.0,43.0,24.0,7.0,4.0,10.0,24.0,118.0,0.6027789129546384,0.5697674418604651,0.38372093023255816,0.314,40.0,77.1,57.3,57.1,7.7,5.9,9.3,100.0,130.3,119.3,97.88,0.313953488372093,28.0,53.0,0.5283018867924528,0.6162790697674418,0.372093023255814,0.627906976744186,2.4,0.7,92.625,0.2325581395348837,1.5714285714285714,10.0,0
