,team,opponent,date,index,team_FG,team_FGA,team_FG%,team_3P,team_3PA,team_3P%,team_FT,team_FTA,team_FT%,team_ORB,team_DRB,team_TRB,team_AST,team_STL,team_BLK,team_TOV,team_PF,team_PTS,team_TS%,team_eFG%,team_3PAr,team_FTr,team_ORB%,team_DRB%,team_TRB%,team_AST%,team_STL%,team_BLK%,team_TOV%,team_USG%,team_ORtg,team_DRtg,team_TSA,team_FTAr,team_2P,team_2PA,team_2P%,team_2PAr,team_ORBr,team_DRBr,team_AST/TOV,team_STL/TOV,team_FIC,team_FT/FGA,team_HOB,team_+/-,opponent_FG,opponent_FGA,opponent_FG%,opponent_3P,opponent_3PA,opponent_3P%,opponent_FT,opponent_FTA,opponent_FT%,opponent_ORB,opponent_DRB,opponent_TRB,opponent_AST,opponent_STL,opponent_BLK,opponent_TOV,opponent_PF,opponent_PTS,opponent_TS%,opponent_eFG%,opponent_3PAr,opponent_FTr,opponent_ORB%,opponent_DRB%,opponent_TRB%,opponent_AST%,opponent_STL%,opponent_BLK%,opponent_TOV%,opponent_USG%,opponent_ORtg,opponent_DRtg,opponent_TSA,opponent_FTAr,opponent_2P,opponent_2PA,opponent_2P%,opponent_2PAr,opponent_ORBr,opponent_DRBr,opponent_AST/TOV,opponent_STL/TOV,opponent_FIC,opponent_FT/FGA,opponent_HOB,opponent_+/-,home
10,Denver Nuggets,Detroit Pistons,201410290,Denver Nuggets1,30.0,85.0,0.35294117647058826,6.0,24.0,0.25,23.0,31.0,0.7419354838709677,14.0,37.0,51.0,17.0,7.0,4.0,15.0,21.0,89.0,0.4511354420113544,0.3882352941176471,0.2823529411764706,0.365,27.5,82.2,53.1,56.7,7.3,6.9,13.2,100.0,92.3,82.0,98.64,0.3647058823529412,24.0,61.0,0.3934426229508197,0.7176470588235294,0.27450980392156865,0.7254901960784313,1.1333333333333333,0.4666666666666667,57.875,0.27058823529411763,1.5666666666666669,10.0,31.0,84.0,0.3690476190476191,6.0,26.0,0.2307692307692308,11.0,19.0,0.5789473684210527,8.0,37.0,45.0,15.0,4.0,5.0,15.0,27.0,79.0,0.427674317886531,0.4047619047619048,0.30952380952380953,0.226,17.8,72.5,46.9,48.4,4.2,8.2,14.0,100.0,82.0,92.3,92.36,0.2261904761904762,25.0,58.0,0.4310344827586207,0.6904761904761905,0.17777777777777778,0.8222222222222222,1.0,0.26666666666666666,40.125,0.13095238095238096,1.4838709677419355,-10.0,1
11,Detroit Pistons,Denver Nuggets,201410290,Denver Nuggets1,31.0,84.0,0.3690476190476191,6.0,26.0,0.2307692307692308,11.0,19.0,0.5789473684210527,8.0,37.0,45.0,15.0,4.0,5.0,15.0,27.0,79.0,0.427674317886531,0.4047619047619048,0.30952380952380953,0.226,17.8,72.5,46.9,48.4,4.2,8.2,14.0,100.0,82.0,92.3,92.36,0.2261904761904762,25.0,58.0,0.4310344827586207,0.6904761904761905,0.17777777777777778,0.8222222222222222,1.0,0.26666666666666666,40.125,0.13095238095238096,1.4838709677419355,-10.0,30.0,85.0,0.35294117647058826,6.0,24.0,0.25,23.0,31.0,0.7419354838709677,14.0,37.0,51.0,17.0,7.0,4.0,15.0,21.0,89.0,0.4511354420113544,0.3882352941176471,0.2823529411764706,0.365,27.5,82.2,53.1,56.7,7.3,6.9,13.2,100.0,92.3,82.0,98.64,0.3647058823529412,24.0,61.0,0.3934426229508197,0.7176470588235294,0.27450980392156865,0.7254901960784313,1.1333333333333333,0.4666666666666667,57.875,0.27058823529411763,1.5666666666666669,10.0,0
12,Indiana Pacers,Philadelphia 76ers,201410290,Indiana Pacers1,38.0,81.0,0.4691358024691358,8.0,25.0,0.32,19.0,28.0,0.6785714285714286,14.0,36.0,50.0,22.0,5.0,13.0,17.0,24.0,103.0,0.5518645520788684,0.5185185185185185,0.308641975308642,0.34600000000000003,34.1,70.6,54.3,57.9,5.3,19.1,15.4,100.0,109.5,96.7,93.32,0.34567901234567894,30.0,56.0,0.5357142857142857,0.6913580246913579,0.28,0.72,1.2941176470588236,0.29411764705882354,83.75,0.2345679012345679,1.5789473684210529,12.0,34.0,89.0,0.3820224719101124,6.0,21.0,0.2857142857142857,17.0,30.0,0.5666666666666667,15.0,27.0,42.0,17.0,10.0,5.0,11.0,29.0,91.0,0.4452054794520548,0.4157303370786517,0.2359550561797753,0.337,29.4,65.9,45.7,50.0,10.6,8.9,9.7,100.0,96.7,109.5,102.2,0.33707865168539325,28.0,68.0,0.4117647058823529,0.7640449438202247,0.35714285714285715,0.6428571428571429,1.5454545454545454,0.9090909090909092,54.75,0.19101123595505615,1.5,-12.0,1
13,Philadelphia 76ers,Indiana Pacers,201410290,Indiana Pacers1,34.0,89.0,0.3820224719101124,6.0,21.0,0.2857142857142857,17.0,30.0,0.5666666666666667,15.0,27.0,42.0,17.0,10.0,5.0,11.0,29.0,91.0,0.4452054794520548,0.4157303370786517,0.2359550561797753,0.337,29.4,65.9,45.7,50.0,10.6,8.9,9.7,100.0,96.7,109.5,102.2,0.33707865168539325,28.0,68.0,0.4117647058823529,0.7640449438202247,0.35714285714285715,0.6428571428571429,1.5454545454545454,0.9090909090909092,54.75,0.19101123595505615,1.5,-12.0,38.0,81.0,0.4691358024691358,8.0,25.0,0.32,19.0,28.0,0.6785714285714286,14.0,36.0,50.0,22.0,5.0,13.0,17.0,24.0,103.0,0.5518645520788684,0.5185185185185185,0.308641975308642,0.34600000000000003,34.1,70.6,54.3,57.9,5.3,19.1,15.4,100.0,109.5,96.7,93.32,0.34567901234567894,30.0,56.0,0.5357142857142857,0.6913580246913579,0.28,0.72,1.2941176470588236,0.29411764705882354,83.75,0.2345679012345679,1.5789473684210529,12.0,0
14,Memphis Grizzlies,Minnesota Timberwolves,201410290,Memphis Grizzlies1,43.0,82.0,0.5243902439024389,4.0,15.0,0.26666666666666666,15.0,20.0,0.75,10.0,23.0,33.0,21.0,10.0,5.0,17.0,21.0,105.0,0.5781938325991189,0.5487804878048781,0.18292682926829268,0.244,26.3,54.8,41.3,48.8,10.4,6.8,15.8,100.0,109.7,105.5,90.8,0.24390243902439024,39.0,67.0,0.582089552238806,0.8170731707317073,0.30303030303030304,0.696969696969697,1.2352941176470589,0.5882352941176471,71.75,0.18292682926829268,1.4883720930232558,4.0,39.0,86.0,0.4534883720930232,6.0,12.0,0.5,17.0,23.0,0.7391304347826086,19.0,28.0,47.0,20.0,8.0,4.0,23.0,21.0,101.0,0.5253849354972949,0.4883720930232558,0.13953488372093026,0.267,45.2,73.7,58.8,51.3,8.4,6.0,19.3,100.0,105.5,109.7,96.12,0.26744186046511625,33.0,74.0,0.4459459459459459,0.8604651162790697,0.40425531914893614,0.5957446808510638,0.8695652173913043,0.3478260869565217,66.375,0.19767441860465115,1.5128205128205128,-4.0,1
15,Minnesota Timberwolves,Memphis Grizzlies,201410290,Memphis Grizzlies1,39.0,86.0,0.4534883720930232,6.0,12.0,0.5,17.0,23.0,0.7391304347826086,19.0,28.0,47.0,20.0,8.0,4.0,23.0,21.0,101.0,0.5253849354972949,0.4883720930232558,0.13953488372093026,0.267,45.2,73.7,58.8,51.3,8.4,6.0,19.3,100.0,105.5,109.7,96.12,0.26744186046511625,33.0,74.0,0.4459459459459459,0.8604651162790697,0.40425531914893614,0.5957446808510638,0.8695652173913043,0.3478260869565217,66.375,0.19767441860465115,1.5128205128205128,-4.0,43.0,82.0,0.5243902439024389,4.0,15.0,0.26666666666666666,15.0,20.0,0.75,10.0,23.0,33.0,21.0,10.0,5.0,17.0,21.0,105.0,0.5781938325991189,0.5487804878048781,0.18292682926829268,0.244,26.3,54.8,41.3,48.8,10.4,6.8,15.8,100.0,109.7,105.5,90.8,0.24390243902439024,39.0,67.0,0.582089552238806,0.8170731707317073,0.30303030303030304,0.696969696969697,1.2352941176470589,0.5882352941176471,71.75,0.18292682926829268,1.4883720930232558,4.0,0
16,Miami Heat,Washington Wizards,201410290,Miami Heat1,39.0,81.0,0.4814814814814815,9.0,28.0,0.32142857142857145,20.0,23.0,0.8695652173913043,12.0,32.0,44.0,20.0,9.0,3.0,14.0,17.0,107.0,0.5871378402107111,0.5370370370370371,0.34567901234567894,0.284,29.3,82.1,55.0,51.3,9.9,5.4,13.3,100.0,117.5,104.3,91.12,0.2839506172839506,30.0,53.0,0.5660377358490566,0.654320987654321,0.2727272727272727,0.7272727272727273,1.4285714285714286,0.6428571428571429,83.125,0.2469135802469136,1.5128205128205128,12.0,36.0,75.0,0.48,6.0,19.0,0.3157894736842105,17.0,24.0,0.7083333333333334,7.0,29.0,36.0,20.0,7.0,2.0,14.0,20.0,95.0,0.5551659654043946,0.52,0.2533333333333333,0.32,17.9,70.7,45.0,55.6,7.7,3.8,14.1,100.0,104.3,117.5,85.56,0.32,30.0,56.0,0.5357142857142857,0.7466666666666667,0.19444444444444445,0.8055555555555556,1.4285714285714286,0.5,63.5,0.22666666666666666,1.5555555555555556,-12.0,1
17,Washington Wizards,Miami Heat,201410290,Miami Heat1,36.0,75.0,0.48,6.0,19.0,0.3157894736842105,17.0,24.0,0.7083333333333334,7.0,29.0,36.0,20.0,7.0,2.0,14.0,20.0,95.0,0.5551659654043946,0.52,0.2533333333333333,0.32,17.9,70.7,45.0,55.6,7.7,3.8,14.1,100.0,104.3,117.5,85.56,0.32,30.0,56.0,0.5357142857142857,0.7466666666666667,0.19444444444444445,0.8055555555555556,1.4285714285714286,0.5,63.5,0.22666666666666666,1.5555555555555556,-12.0,39.0,81.0,0.4814814814814815,9.0,28.0,0.32142857142857145,20.0,23.0,0.8695652173913043,12.0,32.0,44.0,20.0,9.0,3.0,14.0,17.0,107.0,0.5871378402107111,0.5370370370370371,0.34567901234567894,0.284,29.3,82.1,55.0,51.3,9.9,5.4,13.3,100.0,117.5,104.3,91.12,0.2839506172839506,30.0,53.0,0.5660377358490566,0.654320987654321,0.2727272727272727,0.7272727272727273,1.4285714285714286,0.6428571428571429,83.125,0.2469135802469136,1.5128205128205128,12.0,0
18,New York Knicks,Chicago Bulls,201410290,New York Knicks1,31.0,85.0,0.3647058823529412,3.0,17.0,0.17647058823529413,15.0,17.0,0.8823529411764706,14.0,24.0,38.0,19.0,9.0,5.0,11.0,22.0,80.0,0.4325259515570934,0.38235294117647056,0.2,0.2,27.5,70.6,44.7,61.3,10.3,10.6,10.6,100.0,92.0,119.6,92.48,0.2,28.0,68.0,0.4117647058823529,0.8,0.3684210526315789,0.631578947368421,1.7272727272727273,0.8181818181818182,52.875,0.17647058823529413,1.6129032258064515,-24.0,36.0,71.0,0.5070422535211268,7.0,24.0,0.2916666666666667,25.0,30.0,0.8333333333333334,10.0,37.0,47.0,21.0,9.0,4.0,15.0,18.0,104.0,0.6175771971496437,0.5563380281690141,0.3380281690140845,0.423,29.4,72.5,55.3,58.3,10.3,5.9,15.1,100.0,119.6,92.0,84.2,0.4225352112676056,29.0,47.0,0.6170212765957447,0.6619718309859155,0.2127659574468085,0.7872340425531915,1.4,0.6,87.25,0.35211267605633795,1.5833333333333333,24.0,1
19,Chicago Bulls,New York Knicks,201410290,New York Knicks1,36.0,71.0,0.5070422535211268,7.0,24.0,0.2916666666666667,25.0,30.0,0.8333333333333334,10.0,37.0,47.0,21.0,9.0,4.0,15.0,18.0,104.0,0.6175771971496437,0.5563380281690141,0.3380281690140845,0.423,29.4,72.5,55.3,58.3,10.3,5.9,15.1,100.0,119.6,92.0,84.2,0.4225352112676056,29.0,47.0,0.6170212765957447,0.6619718309859155,0.2127659574468085,0.7872340425531915,1.4,0.6,87.25,0.35211267605633795,1.5833333333333333,24.0,31.0,85.0,0.3647058823529412,3.0,17.0,0.17647058823529413,15.0,17.0,0.8823529411764706,14.0,24.0,38.0,19.0,9.0,5.0,11.0,22.0,80.0,0.4325259515570934,0.38235294117647056,0.2,0.2,27.5,70.6,44.7,61.3,10.3,10.6,10.6,100.0,92.0,119.6,92.48,0.2,28.0,68.0,0.4117647058823529,0.8,0.3684210526315789,0.631578947368421,1.7272727272727273,0.8181818181818182,52.875,0.17647058823529413,1.6129032258064515,-24.0,0
20,Phoenix Suns,Los Angeles Lakers,201410290,Phoenix Suns1,45.0,82.0,0.5487804878048781,16.0,32.0,0.5,13.0,18.0,0.7222222222222222,9.0,31.0,40.0,23.0,5.0,3.0,14.0,25.0,119.0,0.6616992882562277,0.6463414634146342,0.3902439024390244,0.22,25.7,72.1,51.3,51.1,5.3,4.1,13.5,100.0,127.0,105.7,89.92,0.2195121951219512,29.0,50.0,0.58,0.6097560975609756,0.225,0.775,1.6428571428571428,0.35714285714285715,87.5,0.15853658536585366,1.5111111111111108,20.0,37.0,86.0,0.4302325581395349,4.0,13.0,0.3076923076923077,21.0,25.0,0.84,12.0,26.0,38.0,20.0,9.0,3.0,13.0,18.0,99.0,0.5103092783505154,0.4534883720930232,0.1511627906976744,0.29100000000000004,27.9,74.3,48.7,54.1,9.6,6.0,11.8,100.0,105.7,127.0,97.0,0.2906976744186047,33.0,73.0,0.4520547945205479,0.8488372093023255,0.3157894736842105,0.6842105263157895,1.5384615384615383,0.6923076923076923,66.625,0.2441860465116279,1.5405405405405406,-20.0,1
21,Los Angeles Lakers,Phoenix Suns,201410290,Phoenix Suns1,37.0,86.0,0.4302325581395349,4.0,13.0,0.3076923076923077,21.0,25.0,0.84,12.0,26.0,38.0,20.0,9.0,3.0,13.0,18.0,99.0,0.5103092783505154,0.4534883720930232,0.1511627906976744,0.29100000000000004,27.9,74.3,48.7,54.1,9.6,6.0,11.8,100.0,105.7,127.0,97.0,0.2906976744186047,33.0,73.0,0.4520547945205479,0.8488372093023255,0.3157894736842105,0.6842105263157895,1.5384615384615383,0.6923076923076923,66.625,0.2441860465116279,1.5405405405405406,-20.0,45.0,82.0,0.5487804878048781,16.0,32.0,0.5,13.0,18.0,0.7222222222222222,9.0,31.0,40.0,23.0,5.0,3.0,14.0,25.0,119.0,0.6616992882562277,0.6463414634146342,0.3902439024390244,0.22,25.7,72.1,51.3,51.1,5.3,4.1,13.5,100.0,127.0,105.7,89.92,0.2195121951219512,29.0,50.0,0.58,0.6097560975609756,0.225,0.775,1.6428571428571428,0.35714285714285715,87.5,0.15853658536585366,1.5111111111111108,20.0,0
22,Portland Trail Blazers,Oklahoma City Thunder,201410290,Portland Trail Blazers1,39.0,87.0,0.4482758620689655,11.0,29.0,0.3793103448275862,17.0,22.0,0.7727272727272727,13.0,29.0,42.0,23.0,4.0,9.0,10.0,19.0,106.0,0.5482002482416218,0.5114942528735632,0.3333333333333333,0.253,31.0,67.4,49.4,59.0,4.5,13.8,9.4,100.0,119.4,100.2,96.68,0.25287356321839083,28.0,58.0,0.4827586206896552,0.6666666666666666,0.30952380952380953,0.6904761904761905,2.3,0.4,83.75,0.19540229885057472,1.5897435897435896,17.0,33.0,81.0,0.4074074074074074,2.0,16.0,0.125,21.0,26.0,0.8076923076923077,14.0,29.0,43.0,19.0,9.0,5.0,13.0,28.0,89.0,0.4813933362180874,0.41975308641975306,0.19753086419753085,0.321,32.6,69.0,50.6,57.6,10.1,8.6,12.3,100.0,100.2,119.4,92.44,0.32098765432098764,31.0,65.0,0.476923076923077,0.8024691358024691,0.32558139534883723,0.6744186046511628,1.4615384615384617,0.6923076923076923,60.25,0.25925925925925924,1.5757575757575757,-17.0,1
