,team,opponent,date,index,team_FG,team_FGA,team_FG%,team_3P,team_3PA,team_3P%,team_FT,team_FTA,team_FT%,team_ORB,team_DRB,team_TRB,team_AST,team_STL,team_BLK,team_TOV,team_PF,team_PTS,team_TS%,team_eFG%,team_3PAr,team_FTr,team_ORB%,team_DRB%,team_TRB%,team_AST%,team_STL%,team_BLK%,team_TOV%,team_USG%,team_ORtg,team_DRtg,team_TSA,team_FTAr,team_2P,team_2PA,team_2P%,team_2PAr,team_ORBr,team_DRBr,team_AST/TOV,team_STL/TOV,team_FIC,team_FT/FGA,team_HOB,team_+/-,opponent_FG,opponent_FGA,opponent_FG%,opponent_3P,opponent_3PA,opponent_3P%,opponent_FT,opponent_FTA,opponent_FT%,opponent_ORB,opponent_DRB,opponent_TRB,opponent_AST,opponent_STL,opponent_BLK,opponent_TOV,opponent_PF,opponent_PTS,opponent_TS%,opponent_eFG%,opponent_3PAr,opponent_FTr,opponent_ORB%,opponent_DRB%,opponent_TRB%,opponent_AST%,opponent_STL%,opponent_BLK%,opponent_TOV%,opponent_USG%,opponent_ORtg,opponent_DRtg,opponent_TSA,opponent_FTAr,opponent_2P,opponent_2PA,opponent_2P%,opponent_2PAr,opponent_ORBr,opponent_DRBr,opponent_AST/TOV,opponent_STL/TOV,opponent_FIC,opponent_FT/FGA,opponent_HOB,opponent_+/-,home
318,Minnesota Timberwolves,Los Angeles Clippers,201011170,Minnesota Timberwolves13,39.0,73.0,0.5342465753424658,10.0,19.0,0.5263157894736842,25.0,28.0,0.8928571428571429,5.0,28.0,33.0,26.0,9.0,9.0,14.0,21.0,113.0,0.6622128457571496,0.6027397260273972,0.2602739726027397,0.384,15.2,65.1,43.4,66.7,9.5,14.1,14.1,100.0,119.6,117.5,85.32,0.3835616438356164,29.0,54.0,0.5370370370370371,0.7397260273972602,0.15151515151515152,0.8484848484848485,1.8571428571428568,0.6428571428571429,93.25,0.3424657534246575,1.6666666666666667,2.0,42.0,87.0,0.4827586206896552,8.0,23.0,0.3478260869565217,19.0,25.0,0.76,15.0,28.0,43.0,24.0,8.0,2.0,16.0,22.0,111.0,0.5663265306122449,0.5287356321839081,0.26436781609195403,0.287,34.9,84.8,56.6,57.1,8.5,3.7,14.0,100.0,117.5,119.6,98.0,0.28735632183908044,34.0,64.0,0.53125,0.7356321839080459,0.3488372093023256,0.6511627906976745,1.5,0.5,79.375,0.2183908045977012,1.5714285714285714,-2.0,1
319,Los Angeles Clippers,Minnesota Timberwolves,201011170,Minnesota Timberwolves13,42.0,87.0,0.4827586206896552,8.0,23.0,0.3478260869565217,19.0,25.0,0.76,15.0,28.0,43.0,24.0,8.0,2.0,16.0,22.0,111.0,0.5663265306122449,0.5287356321839081,0.26436781609195403,0.287,34.9,84.8,56.6,57.1,8.5,3.7,14.0,100.0,117.5,119.6,98.0,0.28735632183908044,34.0,64.0,0.53125,0.7356321839080459,0.3488372093023256,0.6511627906976745,1.5,0.5,79.375,0.2183908045977012,1.5714285714285714,-2.0,39.0,73.0,0.5342465753424658,10.0,19.0,0.5263157894736842,25.0,28.0,0.8928571428571429,5.0,28.0,33.0,26.0,9.0,9.0,14.0,21.0,113.0,0.6622128457571496,0.6027397260273972,0.2602739726027397,0.384,15.2,65.1,43.4,66.7,9.5,14.1,14.1,100.0,119.6,117.5,85.32,0.3835616438356164,29.0,54.0,0.5370370370370371,0.7397260273972602,0.15151515151515152,0.8484848484848485,1.8571428571428568,0.6428571428571429,93.25,0.3424657534246575,1.6666666666666667,2.0,0
320,New Orleans Hornets,Dallas Mavericks,201011170,New Orleans Hornets10,40.0,82.0,0.4878048780487805,8.0,14.0,0.5714285714285714,11.0,16.0,0.6875,7.0,24.0,31.0,23.0,8.0,4.0,9.0,22.0,99.0,0.5559299191374663,0.5365853658536586,0.17073170731707318,0.195,18.4,85.7,47.0,57.5,9.0,7.8,9.2,100.0,111.8,109.5,89.04,0.1951219512195122,32.0,68.0,0.4705882352941176,0.8292682926829268,0.2258064516129032,0.7741935483870968,2.555555555555556,0.8888888888888888,71.5,0.13414634146341464,1.575,2.0,35.0,69.0,0.5072463768115942,7.0,18.0,0.3888888888888889,20.0,23.0,0.8695652173913043,4.0,31.0,35.0,27.0,4.0,6.0,15.0,22.0,97.0,0.6129929221435794,0.5579710144927537,0.2608695652173913,0.33299999999999996,14.3,81.6,53.0,77.1,4.5,8.8,15.9,100.0,109.5,111.8,79.12,0.3333333333333333,28.0,51.0,0.5490196078431373,0.7391304347826086,0.11428571428571427,0.8857142857142857,1.8,0.26666666666666666,74.875,0.2898550724637681,1.7714285714285714,-2.0,1
321,Dallas Mavericks,New Orleans Hornets,201011170,New Orleans Hornets10,35.0,69.0,0.5072463768115942,7.0,18.0,0.3888888888888889,20.0,23.0,0.8695652173913043,4.0,31.0,35.0,27.0,4.0,6.0,15.0,22.0,97.0,0.6129929221435794,0.5579710144927537,0.2608695652173913,0.33299999999999996,14.3,81.6,53.0,77.1,4.5,8.8,15.9,100.0,109.5,111.8,79.12,0.3333333333333333,28.0,51.0,0.5490196078431373,0.7391304347826086,0.11428571428571427,0.8857142857142857,1.8,0.26666666666666666,74.875,0.2898550724637681,1.7714285714285714,-2.0,40.0,82.0,0.4878048780487805,8.0,14.0,0.5714285714285714,11.0,16.0,0.6875,7.0,24.0,31.0,23.0,8.0,4.0,9.0,22.0,99.0,0.5559299191374663,0.5365853658536586,0.17073170731707318,0.195,18.4,85.7,47.0,57.5,9.0,7.8,9.2,100.0,111.8,109.5,89.04,0.1951219512195122,32.0,68.0,0.4705882352941176,0.8292682926829268,0.2258064516129032,0.7741935483870968,2.555555555555556,0.8888888888888888,71.5,0.13414634146341464,1.575,2.0,0
322,Oklahoma City Thunder,Houston Rockets,201011170,Oklahoma City Thunder11,43.0,86.0,0.5,5.0,12.0,0.4166666666666667,25.0,29.0,0.8620689655172413,13.0,30.0,43.0,26.0,9.0,7.0,8.0,21.0,116.0,0.587282300526529,0.5290697674418605,0.13953488372093026,0.337,31.7,71.4,51.8,60.5,9.7,11.3,7.5,100.0,125.5,107.1,98.76,0.3372093023255814,38.0,74.0,0.5135135135135135,0.8604651162790697,0.3023255813953488,0.6976744186046512,3.25,1.125,99.625,0.2906976744186047,1.6046511627906976,17.0,36.0,77.0,0.4675324675324675,5.0,15.0,0.3333333333333333,22.0,31.0,0.7096774193548387,12.0,28.0,40.0,18.0,6.0,3.0,17.0,24.0,99.0,0.5461165048543689,0.5,0.1948051948051948,0.40299999999999997,28.6,68.3,48.2,50.0,6.5,4.1,15.8,100.0,107.1,125.5,90.64,0.4025974025974026,31.0,62.0,0.5,0.8051948051948052,0.3,0.7,1.0588235294117647,0.35294117647058826,60.625,0.2857142857142857,1.5,-17.0,1
323,Houston Rockets,Oklahoma City Thunder,201011170,Oklahoma City Thunder11,36.0,77.0,0.4675324675324675,5.0,15.0,0.3333333333333333,22.0,31.0,0.7096774193548387,12.0,28.0,40.0,18.0,6.0,3.0,17.0,24.0,99.0,0.5461165048543689,0.5,0.1948051948051948,0.40299999999999997,28.6,68.3,48.2,50.0,6.5,4.1,15.8,100.0,107.1,125.5,90.64,0.4025974025974026,31.0,62.0,0.5,0.8051948051948052,0.3,0.7,1.0588235294117647,0.35294117647058826,60.625,0.2857142857142857,1.5,-17.0,43.0,86.0,0.5,5.0,12.0,0.4166666666666667,25.0,29.0,0.8620689655172413,13.0,30.0,43.0,26.0,9.0,7.0,8.0,21.0,116.0,0.587282300526529,0.5290697674418605,0.13953488372093026,0.337,31.7,71.4,51.8,60.5,9.7,11.3,7.5,100.0,125.5,107.1,98.76,0.3372093023255814,38.0,74.0,0.5135135135135135,0.8604651162790697,0.3023255813953488,0.6976744186046512,3.25,1.125,99.625,0.2906976744186047,1.6046511627906976,17.0,0
324,Philadelphia 76ers,Toronto Raptors,201011170,Philadelphia 76ers12,32.0,87.0,0.36781609195402293,1.0,8.0,0.125,21.0,28.0,0.75,16.0,32.0,48.0,15.0,9.0,3.0,13.0,24.0,86.0,0.4329440193314539,0.3735632183908046,0.09195402298850576,0.322,29.6,84.2,52.2,46.9,9.7,4.9,11.6,100.0,93.1,101.7,99.32,0.3218390804597701,31.0,79.0,0.3924050632911392,0.9080459770114944,0.3333333333333333,0.6666666666666666,1.1538461538461535,0.6923076923076923,52.25,0.2413793103448276,1.46875,-8.0,34.0,73.0,0.4657534246575342,2.0,12.0,0.16666666666666666,24.0,29.0,0.8275862068965517,6.0,38.0,44.0,20.0,4.0,5.0,13.0,21.0,94.0,0.5480410447761194,0.4794520547945205,0.1643835616438356,0.397,15.8,70.4,47.8,58.8,4.3,6.3,13.2,100.0,101.7,93.1,85.76,0.3972602739726027,32.0,61.0,0.5245901639344263,0.8356164383561644,0.13636363636363635,0.8636363636363636,1.5384615384615383,0.3076923076923077,68.375,0.3287671232876712,1.5882352941176472,8.0,1
325,Toronto Raptors,Philadelphia 76ers,201011170,Philadelphia 76ers12,34.0,73.0,0.4657534246575342,2.0,12.0,0.16666666666666666,24.0,29.0,0.8275862068965517,6.0,38.0,44.0,20.0,4.0,5.0,13.0,21.0,94.0,0.5480410447761194,0.4794520547945205,0.1643835616438356,0.397,15.8,70.4,47.8,58.8,4.3,6.3,13.2,100.0,101.7,93.1,85.76,0.3972602739726027,32.0,61.0,0.5245901639344263,0.8356164383561644,0.13636363636363635,0.8636363636363636,1.5384615384615383,0.3076923076923077,68.375,0.3287671232876712,1.5882352941176472,8.0,32.0,87.0,0.36781609195402293,1.0,8.0,0.125,21.0,28.0,0.75,16.0,32.0,48.0,15.0,9.0,3.0,13.0,24.0,86.0,0.4329440193314539,0.3735632183908046,0.09195402298850576,0.322,29.6,84.2,52.2,46.9,9.7,4.9,11.6,100.0,93.1,101.7,99.32,0.3218390804597701,31.0,79.0,0.3924050632911392,0.9080459770114944,0.3333333333333333,0.6666666666666666,1.1538461538461535,0.6923076923076923,52.25,0.2413793103448276,1.46875,-8.0,0
326,Sacramento Kings,New York Knicks,201011170,Sacramento Kings10,40.0,89.0,0.44943820224719105,4.0,15.0,0.26666666666666666,22.0,26.0,0.8461538461538461,17.0,22.0,39.0,15.0,6.0,5.0,14.0,27.0,106.0,0.5276782158502589,0.4719101123595506,0.16853932584269662,0.292,38.6,68.8,51.3,37.5,6.4,8.9,12.2,100.0,113.7,121.3,100.44,0.2921348314606741,36.0,74.0,0.4864864864864865,0.8314606741573034,0.4358974358974359,0.5641025641025641,1.0714285714285714,0.42857142857142855,61.5,0.24719101123595505,1.375,-7.0,37.0,71.0,0.5211267605633803,6.0,15.0,0.4,33.0,39.0,0.8461538461538461,10.0,27.0,37.0,14.0,7.0,5.0,18.0,17.0,113.0,0.6408802177858439,0.5633802816901409,0.2112676056338028,0.5489999999999999,31.3,61.4,48.7,37.8,7.5,6.8,17.0,100.0,121.3,113.7,88.16,0.5492957746478874,31.0,56.0,0.5535714285714286,0.7887323943661971,0.2702702702702703,0.7297297297297297,0.7777777777777778,0.3888888888888889,74.875,0.4647887323943662,1.3783783783783785,7.0,1
327,New York Knicks,Sacramento Kings,201011170,Sacramento Kings10,37.0,71.0,0.5211267605633803,6.0,15.0,0.4,33.0,39.0,0.8461538461538461,10.0,27.0,37.0,14.0,7.0,5.0,18.0,17.0,113.0,0.6408802177858439,0.5633802816901409,0.2112676056338028,0.5489999999999999,31.3,61.4,48.7,37.8,7.5,6.8,17.0,100.0,121.3,113.7,88.16,0.5492957746478874,31.0,56.0,0.5535714285714286,0.7887323943661971,0.2702702702702703,0.7297297297297297,0.7777777777777778,0.3888888888888889,74.875,0.4647887323943662,1.3783783783783785,7.0,40.0,89.0,0.44943820224719105,4.0,15.0,0.26666666666666666,22.0,26.0,0.8461538461538461,17.0,22.0,39.0,15.0,6.0,5.0,14.0,27.0,106.0,0.5276782158502589,0.4719101123595506,0.16853932584269662,0.292,38.6,68.8,51.3,37.5,6.4,8.9,12.2,100.0,113.7,121.3,100.44,0.2921348314606741,36.0,74.0,0.4864864864864865,0.8314606741573034,0.4358974358974359,0.5641025641025641,1.0714285714285714,0.42857142857142855,61.5,0.24719101123595505,1.375,-7.0,0
328,San Antonio Spurs,Chicago Bulls,201011170,San Antonio Spurs10,41.0,85.0,0.4823529411764706,6.0,13.0,0.4615384615384616,15.0,22.0,0.6818181818181818,12.0,38.0,50.0,24.0,7.0,4.0,13.0,11.0,103.0,0.5439374735952682,0.5176470588235295,0.15294117647058825,0.259,28.6,76.0,54.3,58.5,7.4,5.3,12.1,100.0,109.4,99.8,94.68,0.25882352941176473,35.0,72.0,0.4861111111111111,0.8470588235294118,0.24,0.76,1.8461538461538465,0.5384615384615384,88.0,0.17647058823529413,1.5853658536585369,9.0,39.0,92.0,0.4239130434782609,6.0,17.0,0.35294117647058826,10.0,14.0,0.7142857142857143,12.0,30.0,42.0,17.0,8.0,3.0,11.0,21.0,94.0,0.4788101059494703,0.4565217391304348,0.18478260869565216,0.152,24.0,71.4,45.7,43.6,8.5,4.2,10.1,100.0,99.8,109.4,98.16,0.15217391304347827,33.0,75.0,0.44,0.8152173913043478,0.2857142857142857,0.7142857142857143,1.5454545454545454,0.7272727272727273,60.75,0.10869565217391304,1.4358974358974361,-9.0,1
329,Chicago Bulls,San Antonio Spurs,201011170,San Antonio Spurs10,39.0,92.0,0.4239130434782609,6.0,17.0,0.35294117647058826,10.0,14.0,0.7142857142857143,12.0,30.0,42.0,17.0,8.0,3.0,11.0,21.0,94.0,0.4788101059494703,0.4565217391304348,0.18478260869565216,0.152,24.0,71.4,45.7,43.6,8.5,4.2,10.1,100.0,99.8,109.4,98.16,0.15217391304347827,33.0,75.0,0.44,0.8152173913043478,0.2857142857142857,0.7142857142857143,1.5454545454545454,0.7272727272727273,60.75,0.10869565217391304,1.4358974358974361,-9.0,41.0,85.0,0.4823529411764706,6.0,13.0,0.4615384615384616,15.0,22.0,0.6818181818181818,12.0,38.0,50.0,24.0,7.0,4.0,13.0,11.0,103.0,0.5439374735952682,0.5176470588235295,0.15294117647058825,0.259,28.6,76.0,54.3,58.5,7.4,5.3,12.1,100.0,109.4,99.8,94.68,0.25882352941176473,35.0,72.0,0.4861111111111111,0.8470588235294118,0.24,0.76,1.8461538461538465,0.5384615384615384,88.0,0.17647058823529413,1.5853658536585369,9.0,0
330,Utah Jazz,New Jersey Nets,201011170,Utah Jazz12,33.0,82.0,0.4024390243902439,1.0,12.0,0.08333333333333333,31.0,37.0,0.8378378378378378,9.0,35.0,44.0,19.0,8.0,8.0,5.0,22.0,98.0,0.4985754985754986,0.4085365853658536,0.14634146341463414,0.451,18.0,68.6,43.6,57.6,8.7,12.5,4.8,100.0,106.8,95.9,98.28,0.451219512195122,32.0,70.0,0.4571428571428571,0.8536585365853658,0.20454545454545456,0.7954545454545454,3.8,1.6,76.875,0.3780487804878049,1.5757575757575757,10.0,32.0,85.0,0.3764705882352941,4.0,21.0,0.19047619047619047,20.0,25.0,0.8,16.0,41.0,57.0,11.0,3.0,7.0,14.0,30.0,88.0,0.4583333333333333,0.4,0.24705882352941175,0.294,31.4,82.0,56.4,34.4,3.3,10.0,12.7,100.0,95.9,106.8,96.0,0.29411764705882354,28.0,64.0,0.4375,0.7529411764705882,0.2807017543859649,0.7192982456140351,0.7857142857142857,0.21428571428571427,53.625,0.2352941176470588,1.34375,-10.0,1
331,New Jersey Nets,Utah Jazz,201011170,Utah Jazz12,32.0,85.0,0.3764705882352941,4.0,21.0,0.19047619047619047,20.0,25.0,0.8,16.0,41.0,57.0,11.0,3.0,7.0,14.0,30.0,88.0,0.4583333333333333,0.4,0.24705882352941175,0.294,31.4,82.0,56.4,34.4,3.3,10.0,12.7,100.0,95.9,106.8,96.0,0.29411764705882354,28.0,64.0,0.4375,0.7529411764705882,0.2807017543859649,0.7192982456140351,0.7857142857142857,0.21428571428571427,53.625,0.2352941176470588,1.34375,-10.0,33.0,82.0,0.4024390243902439,1.0,12.0,0.08333333333333333,31.0,37.0,0.8378378378378378,9.0,35.0,44.0,19.0,8.0,8.0,5.0,22.0,98.0,0.4985754985754986,0.4085365853658536,0.14634146341463414,0.451,18.0,68.6,43.6,57.6,8.7,12.5,4.8,100.0,106.8,95.9,98.28,0.451219512195122,32.0,70.0,0.4571428571428571,0.8536585365853658,0.20454545454545456,0.7954545454545454,3.8,1.6,76.875,0.3780487804878049,1.5757575757575757,10.0,0
332,Indiana Pacers,Los Angeles Clippers,201011180,Indiana Pacers10,39.0,77.0,0.5064935064935064,14.0,26.0,0.5384615384615384,15.0,20.0,0.75,6.0,41.0,47.0,24.0,7.0,14.0,14.0,25.0,107.0,0.6235431235431236,0.5974025974025974,0.3376623376623377,0.26,17.1,75.9,52.8,61.5,7.6,19.4,14.0,100.0,116.1,86.8,85.8,0.2597402597402597,25.0,51.0,0.4901960784313725,0.6623376623376623,0.1276595744680851,0.8723404255319149,1.7142857142857142,0.5,97.0,0.1948051948051948,1.6153846153846154,27.0,27.0,81.0,0.3333333333333333,2.0,9.0,0.2222222222222222,24.0,33.0,0.7272727272727273,13.0,29.0,42.0,10.0,7.0,3.0,12.0,18.0,80.0,0.4187604690117253,0.34567901234567894,0.1111111111111111,0.40700000000000003,24.1,82.9,47.2,37.0,7.6,5.9,11.2,100.0,86.8,116.1,95.52,0.4074074074074074,25.0,72.0,0.3472222222222222,0.8888888888888888,0.30952380952380953,0.6904761904761905,0.8333333333333334,0.5833333333333334,40.625,0.2962962962962963,1.3703703703703705,-27.0,1
333,Los Angeles Clippers,Indiana Pacers,201011180,Indiana Pacers10,27.0,81.0,0.3333333333333333,2.0,9.0,0.2222222222222222,24.0,33.0,0.7272727272727273,13.0,29.0,42.0,10.0,7.0,3.0,12.0,18.0,80.0,0.4187604690117253,0.34567901234567894,0.1111111111111111,0.40700000000000003,24.1,82.9,47.2,37.0,7.6,5.9,11.2,100.0,86.8,116.1,95.52,0.4074074074074074,25.0,72.0,0.3472222222222222,0.8888888888888888,0.30952380952380953,0.6904761904761905,0.8333333333333334,0.5833333333333334,40.625,0.2962962962962963,1.3703703703703705,-27.0,39.0,77.0,0.5064935064935064,14.0,26.0,0.5384615384615384,15.0,20.0,0.75,6.0,41.0,47.0,24.0,7.0,14.0,14.0,25.0,107.0,0.6235431235431236,0.5974025974025974,0.3376623376623377,0.26,17.1,75.9,52.8,61.5,7.6,19.4,14.0,100.0,116.1,86.8,85.8,0.2597402597402597,25.0,51.0,0.4901960784313725,0.6623376623376623,0.1276595744680851,0.8723404255319149,1.7142857142857142,0.5,97.0,0.1948051948051948,1.6153846153846154,27.0,0
334,Orlando Magic,Phoenix Suns,201011180,Orlando Magic11,40.0,74.0,0.5405405405405406,10.0,25.0,0.4,15.0,23.0,0.6521739130434783,13.0,24.0,37.0,25.0,9.0,5.0,17.0,27.0,105.0,0.6241084165477888,0.6081081081081081,0.33783783783783783,0.311,35.1,70.6,52.1,62.5,10.3,10.0,16.8,100.0,120.0,101.7,84.12,0.3108108108108108,30.0,49.0,0.6122448979591837,0.6621621621621622,0.35135135135135137,0.6486486486486487,1.4705882352941178,0.5294117647058824,80.375,0.20270270270270271,1.625,16.0,31.0,68.0,0.4558823529411765,3.0,18.0,0.16666666666666666,24.0,33.0,0.7272727272727273,10.0,24.0,34.0,15.0,8.0,1.0,18.0,23.0,89.0,0.53926320891905,0.4779411764705882,0.2647058823529412,0.485,29.4,64.9,47.9,48.4,9.1,2.0,17.9,100.0,101.7,120.0,82.52,0.4852941176470588,28.0,50.0,0.56,0.7352941176470589,0.29411764705882354,0.7058823529411765,0.8333333333333334,0.4444444444444444,48.125,0.35294117647058826,1.4838709677419355,-16.0,1
335,Phoenix Suns,Orlando Magic,201011180,Orlando Magic11,31.0,68.0,0.4558823529411765,3.0,18.0,0.16666666666666666,24.0,33.0,0.7272727272727273,10.0,24.0,34.0,15.0,8.0,1.0,18.0,23.0,89.0,0.53926320891905,0.4779411764705882,0.2647058823529412,0.485,29.4,64.9,47.9,48.4,9.1,2.0,17.9,100.0,101.7,120.0,82.52,0.4852941176470588,28.0,50.0,0.56,0.7352941176470589,0.29411764705882354,0.7058823529411765,0.8333333333333334,0.4444444444444444,48.125,0.35294117647058826,1.4838709677419355,-16.0,40.0,74.0,0.5405405405405406,10.0,25.0,0.4,15.0,23.0,0.6521739130434783,13.0,24.0,37.0,25.0,9.0,5.0,17.0,27.0,105.0,0.6241084165477888,0.6081081081081081,0.33783783783783783,0.311,35.1,70.6,52.1,62.5,10.3,10.0,16.8,100.0,120.0,101.7,84.12,0.3108108108108108,30.0,49.0,0.6122448979591837,0.6621621621621622,0.35135135135135137,0.6486486486486487,1.4705882352941178,0.5294117647058824,80.375,0.20270270270270271,1.625,16.0,0
336,Portland Trail Blazers,Denver Nuggets,201011180,Portland Trail Blazers13,34.0,85.0,0.4,7.0,22.0,0.3181818181818182,11.0,22.0,0.5,16.0,32.0,48.0,18.0,6.0,7.0,12.0,20.0,86.0,0.454161385720321,0.4411764705882353,0.25882352941176473,0.259,36.4,82.1,57.8,52.9,7.0,17.9,11.2,100.0,100.3,96.8,94.68,0.25882352941176473,27.0,63.0,0.42857142857142855,0.7411764705882353,0.3333333333333333,0.6666666666666666,1.5,0.5,63.0,0.12941176470588234,1.5294117647058822,3.0,25.0,65.0,0.38461538461538464,10.0,26.0,0.38461538461538464,23.0,28.0,0.8214285714285714,7.0,28.0,35.0,18.0,6.0,5.0,17.0,26.0,83.0,0.5367304707708226,0.4615384615384616,0.4,0.431,17.9,63.6,42.2,72.0,7.0,7.9,18.0,100.0,96.8,100.3,77.32,0.4307692307692308,15.0,39.0,0.38461538461538464,0.6,0.2,0.8,1.0588235294117647,0.35294117647058826,50.75,0.3538461538461539,1.72,-3.0,1
337,Denver Nuggets,Portland Trail Blazers,201011180,Portland Trail Blazers13,25.0,65.0,0.38461538461538464,10.0,26.0,0.38461538461538464,23.0,28.0,0.8214285714285714,7.0,28.0,35.0,18.0,6.0,5.0,17.0,26.0,83.0,0.5367304707708226,0.4615384615384616,0.4,0.431,17.9,63.6,42.2,72.0,7.0,7.9,18.0,100.0,96.8,100.3,77.32,0.4307692307692308,15.0,39.0,0.38461538461538464,0.6,0.2,0.8,1.0588235294117647,0.35294117647058826,50.75,0.3538461538461539,1.72,-3.0,34.0,85.0,0.4,7.0,22.0,0.3181818181818182,11.0,22.0,0.5,16.0,32.0,48.0,18.0,6.0,7.0,12.0,20.0,86.0,0.454161385720321,0.4411764705882353,0.25882352941176473,0.259,36.4,82.1,57.8,52.9,7.0,17.9,11.2,100.0,100.3,96.8,94.68,0.25882352941176473,27.0,63.0,0.42857142857142855,0.7411764705882353,0.3333333333333333,0.6666666666666666,1.5,0.5,63.0,0.12941176470588234,1.5294117647058822,3.0,0
338,Boston Celtics,Oklahoma City Thunder,201011190,Boston Celtics12,33.0,68.0,0.4852941176470588,1.0,8.0,0.125,17.0,27.0,0.6296296296296297,3.0,28.0,31.0,20.0,7.0,3.0,14.0,25.0,84.0,0.5257886830245369,0.4926470588235294,0.1176470588235294,0.397,8.8,82.4,45.6,60.6,7.9,5.4,14.9,100.0,94.2,99.8,79.88,0.3970588235294117,32.0,60.0,0.5333333333333333,0.8823529411764706,0.0967741935483871,0.9032258064516128,1.4285714285714286,0.5,50.375,0.25,1.606060606060606,-5.0,28.0,65.0,0.4307692307692308,6.0,9.0,0.6666666666666666,27.0,32.0,0.84375,6.0,31.0,37.0,16.0,6.0,2.0,18.0,26.0,89.0,0.5627212948912493,0.476923076923077,0.13846153846153847,0.49200000000000005,17.6,91.2,54.4,57.1,6.7,3.3,18.5,100.0,99.8,94.2,79.08,0.4923076923076923,22.0,56.0,0.3928571428571429,0.8615384615384616,0.16216216216216214,0.8378378378378378,0.8888888888888888,0.3333333333333333,50.5,0.4153846153846154,1.5714285714285714,5.0,1
339,Oklahoma City Thunder,Boston Celtics,201011190,Boston Celtics12,28.0,65.0,0.4307692307692308,6.0,9.0,0.6666666666666666,27.0,32.0,0.84375,6.0,31.0,37.0,16.0,6.0,2.0,18.0,26.0,89.0,0.5627212948912493,0.476923076923077,0.13846153846153847,0.49200000000000005,17.6,91.2,54.4,57.1,6.7,3.3,18.5,100.0,99.8,94.2,79.08,0.4923076923076923,22.0,56.0,0.3928571428571429,0.8615384615384616,0.16216216216216214,0.8378378378378378,0.8888888888888888,0.3333333333333333,50.5,0.4153846153846154,1.5714285714285714,5.0,33.0,68.0,0.4852941176470588,1.0,8.0,0.125,17.0,27.0,0.6296296296296297,3.0,28.0,31.0,20.0,7.0,3.0,14.0,25.0,84.0,0.5257886830245369,0.4926470588235294,0.1176470588235294,0.397,8.8,82.4,45.6,60.6,7.9,5.4,14.9,100.0,94.2,99.8,79.88,0.3970588235294117,32.0,60.0,0.5333333333333333,0.8823529411764706,0.0967741935483871,0.9032258064516128,1.4285714285714286,0.5,50.375,0.25,1.606060606060606,-5.0,0
340,Dallas Mavericks,Chicago Bulls,201011190,Dallas Mavericks11,30.0,75.0,0.4,5.0,20.0,0.25,18.0,25.0,0.72,9.0,25.0,34.0,22.0,6.0,5.0,8.0,20.0,83.0,0.4825581395348838,0.43333333333333335,0.26666666666666666,0.33299999999999996,18.8,55.6,36.6,73.3,7.3,8.8,8.5,100.0,100.5,106.5,86.0,0.3333333333333333,25.0,55.0,0.4545454545454545,0.7333333333333333,0.2647058823529412,0.7352941176470589,2.75,0.75,60.125,0.24,1.7333333333333334,-5.0,34.0,76.0,0.4473684210526316,5.0,19.0,0.2631578947368421,15.0,23.0,0.6521739130434783,20.0,39.0,59.0,17.0,3.0,3.0,16.0,19.0,88.0,0.5109150023223409,0.4802631578947368,0.25,0.303,44.4,81.3,63.4,50.0,3.6,5.5,15.7,100.0,106.5,100.5,86.12,0.3026315789473684,29.0,57.0,0.5087719298245614,0.75,0.3389830508474576,0.6610169491525424,1.0625,0.1875,69.125,0.1973684210526316,1.5,5.0,1
341,Chicago Bulls,Dallas Mavericks,201011190,Dallas Mavericks11,34.0,76.0,0.4473684210526316,5.0,19.0,0.2631578947368421,15.0,23.0,0.6521739130434783,20.0,39.0,59.0,17.0,3.0,3.0,16.0,19.0,88.0,0.5109150023223409,0.4802631578947368,0.25,0.303,44.4,81.3,63.4,50.0,3.6,5.5,15.7,100.0,106.5,100.5,86.12,0.3026315789473684,29.0,57.0,0.5087719298245614,0.75,0.3389830508474576,0.6610169491525424,1.0625,0.1875,69.125,0.1973684210526316,1.5,5.0,30.0,75.0,0.4,5.0,20.0,0.25,18.0,25.0,0.72,9.0,25.0,34.0,22.0,6.0,5.0,8.0,20.0,83.0,0.4825581395348838,0.43333333333333335,0.26666666666666666,0.33299999999999996,18.8,55.6,36.6,73.3,7.3,8.8,8.5,100.0,100.5,106.5,86.0,0.3333333333333333,25.0,55.0,0.4545454545454545,0.7333333333333333,0.2647058823529412,0.7352941176470589,2.75,0.75,60.125,0.24,1.7333333333333334,-5.0,0
