,team,opponent,date,index,team_FG,team_FGA,team_FG%,team_3P,team_3PA,team_3P%,team_FT,team_FTA,team_FT%,team_ORB,team_DRB,team_TRB,team_AST,team_STL,team_BLK,team_TOV,team_PF,team_PTS,team_TS%,team_eFG%,team_3PAr,team_FTr,team_ORB%,team_DRB%,team_TRB%,team_AST%,team_STL%,team_BLK%,team_TOV%,team_USG%,team_ORtg,team_DRtg,team_TSA,team_FTAr,team_2P,team_2PA,team_2P%,team_2PAr,team_ORBr,team_DRBr,team_AST/TOV,team_STL/TOV,team_FIC,team_FT/FGA,team_HOB,team_+/-,opponent_FG,opponent_FGA,opponent_FG%,opponent_3P,opponent_3PA,opponent_3P%,opponent_FT,opponent_FTA,opponent_FT%,opponent_ORB,opponent_DRB,opponent_TRB,opponent_AST,opponent_STL,opponent_BLK,opponent_TOV,opponent_PF,opponent_PTS,opponent_TS%,opponent_eFG%,opponent_3PAr,opponent_FTr,opponent_ORB%,opponent_DRB%,opponent_TRB%,opponent_AST%,opponent_STL%,opponent_BLK%,opponent_TOV%,opponent_USG%,opponent_ORtg,opponent_DRtg,opponent_TSA,opponent_FTAr,opponent_2P,opponent_2PA,opponent_2P%,opponent_2PAr,opponent_ORBr,opponent_DRBr,opponent_AST/TOV,opponent_STL/TOV,opponent_FIC,opponent_FT/FGA,opponent_HOB,opponent_+/-,home
10,Denver Nuggets,Utah Jazz,201010270,Denver Nuggets1,35.0,80.0,0.4375,6.0,20.0,0.3,34.0,41.0,0.8292682926829268,12.0,34.0,46.0,23.0,9.0,2.0,15.0,31.0,110.0,0.5609955120359038,0.475,0.25,0.513,26.7,75.6,51.1,65.7,9.2,3.5,13.3,100.0,112.0,89.6,98.04,0.5125,29.0,60.0,0.4833333333333333,0.75,0.2608695652173913,0.7391304347826086,1.5333333333333334,0.6,75.625,0.425,1.6571428571428573,22.0,27.0,70.0,0.3857142857142857,3.0,13.0,0.2307692307692308,31.0,43.0,0.7209302325581395,11.0,33.0,44.0,21.0,7.0,4.0,22.0,30.0,88.0,0.4948268106162843,0.4071428571428571,0.18571428571428567,0.614,24.4,73.3,48.9,77.8,7.1,6.7,19.8,100.0,89.6,112.0,88.92,0.6142857142857143,24.0,57.0,0.42105263157894735,0.8142857142857143,0.25,0.75,0.9545454545454546,0.3181818181818182,50.125,0.4428571428571429,1.7777777777777777,-22.0,1
11,Utah Jazz,Denver Nuggets,201010270,Denver Nuggets1,27.0,70.0,0.3857142857142857,3.0,13.0,0.2307692307692308,31.0,43.0,0.7209302325581395,11.0,33.0,44.0,21.0,7.0,4.0,22.0,30.0,88.0,0.4948268106162843,0.4071428571428571,0.18571428571428567,0.614,24.4,73.3,48.9,77.8,7.1,6.7,19.8,100.0,89.6,112.0,88.92,0.6142857142857143,24.0,57.0,0.42105263157894735,0.8142857142857143,0.25,0.75,0.9545454545454546,0.3181818181818182,50.125,0.4428571428571429,1.7777777777777777,-22.0,35.0,80.0,0.4375,6.0,20.0,0.3,34.0,41.0,0.8292682926829268,12.0,34.0,46.0,23.0,9.0,2.0,15.0,31.0,110.0,0.5609955120359038,0.475,0.25,0.513,26.7,75.6,51.1,65.7,9.2,3.5,13.3,100.0,112.0,89.6,98.04,0.5125,29.0,60.0,0.4833333333333333,0.75,0.2608695652173913,0.7391304347826086,1.5333333333333334,0.6,75.625,0.425,1.6571428571428573,22.0,0
12,Golden State Warriors,Houston Rockets,201010270,Golden State Warriors1,51.0,92.0,0.5543478260869565,8.0,20.0,0.4,22.0,26.0,0.8461538461538461,14.0,31.0,45.0,25.0,5.0,7.0,12.0,30.0,132.0,0.6380510440835266,0.5978260869565217,0.21739130434782608,0.28300000000000003,36.8,67.4,53.6,49.0,5.0,9.9,10.4,100.0,132.7,128.7,103.44,0.2826086956521739,43.0,72.0,0.5972222222222222,0.7826086956521741,0.3111111111111111,0.6888888888888889,2.083333333333333,0.4166666666666667,100.5,0.2391304347826087,1.4901960784313726,4.0,41.0,87.0,0.4712643678160919,4.0,16.0,0.25,42.0,52.0,0.8076923076923077,15.0,24.0,39.0,24.0,9.0,2.0,9.0,20.0,128.0,0.5824535857298871,0.4942528735632184,0.1839080459770115,0.598,32.6,63.2,46.4,58.5,9.0,2.8,7.6,100.0,128.7,132.7,109.88,0.5977011494252874,37.0,71.0,0.5211267605633803,0.8160919540229885,0.38461538461538464,0.6153846153846154,2.6666666666666665,1.0,92.25,0.4827586206896552,1.5853658536585369,-4.0,1
13,Houston Rockets,Golden State Warriors,201010270,Golden State Warriors1,41.0,87.0,0.4712643678160919,4.0,16.0,0.25,42.0,52.0,0.8076923076923077,15.0,24.0,39.0,24.0,9.0,2.0,9.0,20.0,128.0,0.5824535857298871,0.4942528735632184,0.1839080459770115,0.598,32.6,63.2,46.4,58.5,9.0,2.8,7.6,100.0,128.7,132.7,109.88,0.5977011494252874,37.0,71.0,0.5211267605633803,0.8160919540229885,0.38461538461538464,0.6153846153846154,2.6666666666666665,1.0,92.25,0.4827586206896552,1.5853658536585369,-4.0,51.0,92.0,0.5543478260869565,8.0,20.0,0.4,22.0,26.0,0.8461538461538461,14.0,31.0,45.0,25.0,5.0,7.0,12.0,30.0,132.0,0.6380510440835266,0.5978260869565217,0.21739130434782608,0.28300000000000003,36.8,67.4,53.6,49.0,5.0,9.9,10.4,100.0,132.7,128.7,103.44,0.2826086956521739,43.0,72.0,0.5972222222222222,0.7826086956521741,0.3111111111111111,0.6888888888888889,2.083333333333333,0.4166666666666667,100.5,0.2391304347826087,1.4901960784313726,4.0,0
14,Los Angeles Clippers,Portland Trail Blazers,201010270,Los Angeles Clippers1,32.0,79.0,0.4050632911392405,5.0,18.0,0.2777777777777778,19.0,30.0,0.6333333333333333,14.0,27.0,41.0,19.0,8.0,8.0,15.0,20.0,88.0,0.4772234273318872,0.4367088607594937,0.2278481012658228,0.38,31.8,56.3,44.6,59.4,9.2,11.8,14.0,100.0,100.7,112.1,92.2,0.37974683544303794,27.0,61.0,0.4426229508196721,0.7721518987341772,0.3414634146341464,0.6585365853658537,1.2666666666666666,0.5333333333333333,61.75,0.2405063291139241,1.59375,-10.0,36.0,88.0,0.4090909090909091,8.0,20.0,0.4,18.0,23.0,0.7826086956521741,21.0,30.0,51.0,17.0,9.0,6.0,12.0,23.0,98.0,0.4993885038728088,0.4545454545454545,0.2272727272727273,0.261,43.8,68.2,55.4,47.2,10.3,9.8,10.9,100.0,112.1,100.7,98.12,0.26136363636363635,28.0,68.0,0.4117647058823529,0.7727272727272727,0.4117647058823529,0.5882352941176471,1.4166666666666667,0.75,75.375,0.20454545454545456,1.4722222222222223,10.0,1
15,Portland Trail Blazers,Los Angeles Clippers,201010270,Los Angeles Clippers1,36.0,88.0,0.4090909090909091,8.0,20.0,0.4,18.0,23.0,0.7826086956521741,21.0,30.0,51.0,17.0,9.0,6.0,12.0,23.0,98.0,0.4993885038728088,0.4545454545454545,0.2272727272727273,0.261,43.8,68.2,55.4,47.2,10.3,9.8,10.9,100.0,112.1,100.7,98.12,0.26136363636363635,28.0,68.0,0.4117647058823529,0.7727272727272727,0.4117647058823529,0.5882352941176471,1.4166666666666667,0.75,75.375,0.20454545454545456,1.4722222222222223,10.0,32.0,79.0,0.4050632911392405,5.0,18.0,0.2777777777777778,19.0,30.0,0.6333333333333333,14.0,27.0,41.0,19.0,8.0,8.0,15.0,20.0,88.0,0.4772234273318872,0.4367088607594937,0.2278481012658228,0.38,31.8,56.3,44.6,59.4,9.2,11.8,14.0,100.0,100.7,112.1,92.2,0.37974683544303794,27.0,61.0,0.4426229508196721,0.7721518987341772,0.3414634146341464,0.6585365853658537,1.2666666666666666,0.5333333333333333,61.75,0.2405063291139241,1.59375,-10.0,0
16,Memphis Grizzlies,Atlanta Hawks,201010270,Memphis Grizzlies1,40.0,86.0,0.4651162790697674,4.0,9.0,0.4444444444444444,20.0,25.0,0.8,9.0,30.0,39.0,13.0,7.0,4.0,14.0,26.0,104.0,0.5360824742268041,0.4883720930232558,0.10465116279069768,0.29100000000000004,20.5,76.9,47.0,32.5,7.1,6.3,12.6,100.0,105.1,120.2,97.0,0.2906976744186047,36.0,77.0,0.4675324675324675,0.8953488372093024,0.2307692307692308,0.7692307692307693,0.9285714285714286,0.5,58.625,0.2325581395348837,1.325,-15.0,42.0,80.0,0.525,8.0,16.0,0.5,27.0,31.0,0.8709677419354839,9.0,35.0,44.0,20.0,7.0,9.0,15.0,20.0,119.0,0.6354122170012815,0.575,0.2,0.38799999999999996,23.1,79.5,53.0,47.6,7.1,11.7,13.8,100.0,120.2,105.1,93.64,0.3875,34.0,64.0,0.53125,0.8,0.20454545454545456,0.7954545454545454,1.3333333333333333,0.4666666666666667,93.625,0.3375,1.4761904761904765,15.0,1
17,Atlanta Hawks,Memphis Grizzlies,201010270,Memphis Grizzlies1,42.0,80.0,0.525,8.0,16.0,0.5,27.0,31.0,0.8709677419354839,9.0,35.0,44.0,20.0,7.0,9.0,15.0,20.0,119.0,0.6354122170012815,0.575,0.2,0.38799999999999996,23.1,79.5,53.0,47.6,7.1,11.7,13.8,100.0,120.2,105.1,93.64,0.3875,34.0,64.0,0.53125,0.8,0.20454545454545456,0.7954545454545454,1.3333333333333333,0.4666666666666667,93.625,0.3375,1.4761904761904765,15.0,40.0,86.0,0.4651162790697674,4.0,9.0,0.4444444444444444,20.0,25.0,0.8,9.0,30.0,39.0,13.0,7.0,4.0,14.0,26.0,104.0,0.5360824742268041,0.4883720930232558,0.10465116279069768,0.29100000000000004,20.5,76.9,47.0,32.5,7.1,6.3,12.6,100.0,105.1,120.2,97.0,0.2906976744186047,36.0,77.0,0.4675324675324675,0.8953488372093024,0.2307692307692308,0.7692307692307693,0.9285714285714286,0.5,58.625,0.2325581395348837,1.325,-15.0,0
18,Minnesota Timberwolves,Sacramento Kings,201010270,Minnesota Timberwolves1,43.0,91.0,0.4725274725274725,8.0,18.0,0.4444444444444444,22.0,28.0,0.7857142857142857,11.0,35.0,46.0,22.0,5.0,8.0,13.0,32.0,116.0,0.5613627564847078,0.5164835164835165,0.1978021978021978,0.308,26.2,71.4,50.5,51.2,4.9,10.8,11.2,100.0,113.5,114.4,103.32,0.3076923076923077,35.0,73.0,0.4794520547945205,0.8021978021978022,0.2391304347826087,0.7608695652173914,1.6923076923076923,0.38461538461538464,80.5,0.24175824175824176,1.5116279069767442,-1.0,39.0,85.0,0.4588235294117647,4.0,11.0,0.3636363636363637,35.0,47.0,0.7446808510638298,14.0,31.0,45.0,25.0,8.0,4.0,13.0,24.0,117.0,0.5535579106737321,0.4823529411764706,0.12941176470588234,0.5529999999999999,28.6,73.8,49.5,64.1,7.8,5.5,11.0,100.0,114.4,113.5,105.68,0.5529411764705883,35.0,74.0,0.472972972972973,0.8705882352941177,0.3111111111111111,0.6888888888888889,1.9230769230769231,0.6153846153846154,84.875,0.4117647058823529,1.641025641025641,1.0,1
19,Sacramento Kings,Minnesota Timberwolves,201010270,Minnesota Timberwolves1,39.0,85.0,0.4588235294117647,4.0,11.0,0.3636363636363637,35.0,47.0,0.7446808510638298,14.0,31.0,45.0,25.0,8.0,4.0,13.0,24.0,117.0,0.5535579106737321,0.4823529411764706,0.12941176470588234,0.5529999999999999,28.6,73.8,49.5,64.1,7.8,5.5,11.0,100.0,114.4,113.5,105.68,0.5529411764705883,35.0,74.0,0.472972972972973,0.8705882352941177,0.3111111111111111,0.6888888888888889,1.9230769230769231,0.6153846153846154,84.875,0.4117647058823529,1.641025641025641,1.0,43.0,91.0,0.4725274725274725,8.0,18.0,0.4444444444444444,22.0,28.0,0.7857142857142857,11.0,35.0,46.0,22.0,5.0,8.0,13.0,32.0,116.0,0.5613627564847078,0.5164835164835165,0.1978021978021978,0.308,26.2,71.4,50.5,51.2,4.9,10.8,11.2,100.0,113.5,114.4,103.32,0.3076923076923077,35.0,73.0,0.4794520547945205,0.8021978021978022,0.2391304347826087,0.7608695652173914,1.6923076923076923,0.38461538461538464,80.5,0.24175824175824176,1.5116279069767442,-1.0,0
20,New Jersey Nets,Detroit Pistons,201010270,New Jersey Nets1,39.0,80.0,0.4875,6.0,14.0,0.42857142857142855,17.0,24.0,0.7083333333333334,9.0,35.0,44.0,17.0,4.0,4.0,11.0,23.0,101.0,0.5576413427561837,0.525,0.175,0.3,25.0,77.8,54.3,43.6,4.5,6.3,10.8,100.0,112.4,109.1,90.56,0.3,33.0,66.0,0.5,0.825,0.20454545454545456,0.7954545454545454,1.5454545454545454,0.3636363636363637,69.75,0.2125,1.4358974358974361,3.0,37.0,83.0,0.4457831325301205,8.0,19.0,0.42105263157894735,16.0,30.0,0.5333333333333333,10.0,27.0,37.0,21.0,7.0,3.0,6.0,19.0,98.0,0.5093555093555093,0.4939759036144578,0.2289156626506024,0.361,22.2,75.0,45.7,56.8,7.8,4.5,5.9,100.0,109.1,112.4,96.2,0.3614457831325301,29.0,64.0,0.453125,0.7710843373493976,0.2702702702702703,0.7297297297297297,3.5,1.1666666666666667,70.25,0.1927710843373494,1.5675675675675675,-3.0,1
21,Detroit Pistons,New Jersey Nets,201010270,New Jersey Nets1,37.0,83.0,0.4457831325301205,8.0,19.0,0.42105263157894735,16.0,30.0,0.5333333333333333,10.0,27.0,37.0,21.0,7.0,3.0,6.0,19.0,98.0,0.5093555093555093,0.4939759036144578,0.2289156626506024,0.361,22.2,75.0,45.7,56.8,7.8,4.5,5.9,100.0,109.1,112.4,96.2,0.3614457831325301,29.0,64.0,0.453125,0.7710843373493976,0.2702702702702703,0.7297297297297297,3.5,1.1666666666666667,70.25,0.1927710843373494,1.5675675675675675,-3.0,39.0,80.0,0.4875,6.0,14.0,0.42857142857142855,17.0,24.0,0.7083333333333334,9.0,35.0,44.0,17.0,4.0,4.0,11.0,23.0,101.0,0.5576413427561837,0.525,0.175,0.3,25.0,77.8,54.3,43.6,4.5,6.3,10.8,100.0,112.4,109.1,90.56,0.3,33.0,66.0,0.5,0.825,0.20454545454545456,0.7954545454545454,1.5454545454545454,0.3636363636363637,69.75,0.2125,1.4358974358974361,3.0,0
22,New Orleans Hornets,Milwaukee Bucks,201010270,New Orleans Hornets1,34.0,79.0,0.4303797468354431,4.0,17.0,0.2352941176470588,23.0,29.0,0.7931034482758621,6.0,38.0,44.0,23.0,4.0,0.0,9.0,26.0,95.0,0.5176547515257193,0.4556962025316456,0.21518987341772156,0.36700000000000005,14.0,82.6,49.4,67.6,4.3,0.0,8.9,100.0,102.8,98.4,91.76,0.3670886075949367,30.0,62.0,0.4838709677419355,0.7848101265822784,0.13636363636363635,0.8636363636363636,2.555555555555556,0.4444444444444444,64.375,0.2911392405063291,1.6764705882352942,4.0,33.0,77.0,0.42857142857142855,8.0,23.0,0.3478260869565217,17.0,28.0,0.6071428571428571,8.0,37.0,45.0,14.0,4.0,2.0,12.0,27.0,91.0,0.5094043887147336,0.4805194805194805,0.2987012987012987,0.364,17.4,86.0,50.6,42.4,4.3,3.2,11.8,100.0,98.4,102.8,89.32,0.3636363636363637,25.0,54.0,0.462962962962963,0.7012987012987013,0.17777777777777778,0.8222222222222222,1.1666666666666667,0.3333333333333333,53.0,0.2207792207792208,1.4242424242424243,-4.0,1
